Adresse,Anbieter,Ausstattung,Badezimmer,Balkon/ Terrasse,Baujahr,Bezugsfrei ab,Einbauküche,Endenergiebedarf,Energieausweis,Energieausweistyp,Energieeffizienzklasse,Energieverbrauchskennwert,Etage,Gesamtmiete,Heizkosten,Heizungsart,Kaltmiete,Kaution o. Genossenschaftsanteile,Modernisierung/ Sanierung,Nebenkosten,Objektzustand,Personenaufzug,Schlafzimmer,Titel,Url,Wesentliche Energieträger,Wohnfläche ca.,Zimmer,Straße,PLZ,Hausnummer,Bezirk,Ortsteil,Kaltmiete pro m²,Bezirk Abkürzung,Ortsteil Abkürzung
"10435 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",reco Immobilienbüro petra hubertus Schumannstrasse 1 berta 10117 Berlin,,1.0,,1918.0,,True,,,Verbrauchsausweis,,120.8,,2932.17,0.0,Zentralheizung,2498.0,7494.00,2019.0,434.17,Erstbezug nach Sanierung,,1.0,schöne remise höhe kastanienallee mit 2 terrassen 1 großer kamin u. EBK,https://www.immobilienscout24.de/expose/115337124,Gas,135.68,2,,10435 Berlin,,Prenzlauer Berg,Prenzlauer Berg,18.410966981132074,Pank,Prenz
"Koenigsallee 19a, 14193 Berlin, Grunewald (Wilmersdorf)",Thelen Immobilien Management GmbH Alfredstr. 150 45131 Essen,,2.0,,1991.0,,True,,liegt vor,Bedarfsausweis,,,2 von 3,3739.01,182.57,Fernwärme,3101.55,3 Momatsmieten,,454.89,Gepflegt,,2.0,*Schöne Maisonette im Grünen*,https://www.immobilienscout24.de/expose/114178861,Fernwärme,206.77,3,Koenigsallee,14193 Berlin,19A,Grunewald,Wilmersdorf,15.0,ChWi,Wilmd
"Otto-Suhr-Alle 18, 10585 Berlin, Charlottenburg (Charlottenburg)",Inseriert auf ohne-makler.net,,,,1915.0,,True,,liegt vor,Bedarfsausweis,,,5,3380.0,250.0,,2880.0,8640,,250.0,Neuwertig,True,1.0,Willkommen im Haus Ottilie-von-Hansemann - Charlottenburg l Großzügige 4-Zimmer Wohnung,https://www.immobilienscout24.de/expose/114923777,Fernwärme,180.0,4,Otto-Suhr-Allee,10585 Berlin,18,Charlottenburg,Charlottenburg,16.0,ChWi,Charl
"Alte Schönhauser Straße 38, 10119 Berlin, Mitte (Mitte)",core ImmobilienManagement GmbH Markgrafenstr. 22 10117 Berlin,,1.0,,1918.0,,True,,,Verbrauchsausweis,,,5 von 5,2395.0,125.0,,2000.0,6000,2019.0,270.0,Erstbezug nach Sanierung,True,,*großzügiges DG Loft mit Terrasse nahe Hackescher Markt*,https://www.immobilienscout24.de/expose/115219703,Gas,138.0,1,Alte Schönhauser Straße,10119 Berlin,38,Mitte,Mitte,14.492753623188406,Mitt,Mitte
"10179 Berlin, Mitte (Mitte) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",reco Immobilienbüro petra hubertus Schumannstrasse 1 berta 10117 Berlin,,2.0,,2016.0,,True,,liegt vor,Bedarfsausweis,,,,5530.0,,Zentralheizung,4950.0,14850.00,,580.0,Neuwertig,,2.0,lebensräume als kunstwerk : aussergewöhnliche maisonette-whg mit garten,https://www.immobilienscout24.de/expose/115436676,Fernwärme,201.0,4,,10179 Berlin,,Mitte,Mitte,24.62686567164179,Mitt,Mitte
"Am Gutspark 4, 10365 Berlin, Lichtenberg (Lichtenberg)",core ImmobilienManagement GmbH Markgrafenstr. 22 10117 Berlin,,1.0,,2014.0,,True,,,Bedarfsausweis,,,0 von 2,1780.0,130.0,,1495.0,4485,,155.0,Neuwertig,,,*Moderner Neubau am Gutspark*Schwellenlose Terrassenwohnung*,https://www.immobilienscout24.de/expose/115579201,Gas,123.0,4,Am Gutspark,10365 Berlin,4,Lichtenberg,Lichtenberg,12.154471544715447,Lich,Liber
"Akazienalle 35-39, 14050 Berlin, Charlottenburg (Charlottenburg)",Inseriert auf ohne-makler.net,,2.0,,1881.0,,True,,laut Gesetz nicht erforderlich,,,,4 von 7,3550.0,300.0,,2800.0,8400,,450.0,Neuwertig,True,3.0,Westend: exklusives Wohnen im Wasserturm mit Rundum-Blick über Berlin,https://www.immobilienscout24.de/expose/115420017,Fernwärme,210.0,4,Akazienallee,14050 Berlin,35,Charlottenburg,Charlottenburg,13.333333333333334,ChWi,Charl
"Liesenstr. 5b, 10115 Berlin, Mitte (Mitte)",Bayerische Versorgungskammer Mieterservice Arabellastr. 31 81925 München,,1.0,,2013.0,,,,liegt vor,Bedarfsausweis,,,0 von 3,1807.0,0.0,Zentralheizung,1598.0,4794.00,,138.0,Neuwertig,,2.0,3 Zimmer-Wohnung in unmittelbarer City-Nähe!,https://www.immobilienscout24.de/expose/115452012,KWK fossil,110.0,3,Liesenstraße,10115 Berlin,5B,Mitte,Mitte,14.527272727272727,Mitt,Mitte
"Wiltbergstraße 90, 13125 Berlin, Buch (Pankow)",Brenta Real GmbH & Co. KG Wiltbergstraße 90 13125 Berlin,,2.0,,1918.0,,True,,liegt vor,Bedarfsausweis,,,1 von 2,3030.0,0.0,Fußbodenheizung,2450.0,3 NKM,2015.0,580.0,Neuwertig,,4.0,"Exklusive 5 Zimmer Maisonette-Wohnung mit gehobener Ausstattung, EBK, 2 Außenstellplätze",https://www.immobilienscout24.de/expose/115420878,Fernwärme,193.5,5,Wiltbergstraße,13125 Berlin,90,Buch,Pankow,12.661498708010337,Pank,Panko
"Kurfürstendamm 193, 10719 Berlin, Charlottenburg (Charlottenburg)",Inseriert auf ohne-makler.net,,,,1903.0,,True,,laut Gesetz nicht erforderlich,,,,4,2660.0,180.0,,2280.0,7500,,200.0,Neuwertig,True,1.0,Willkommen im Haus Cumberland am Ku'damm l exklusiv möblierter 2 Zimmer Wohntraum,https://www.immobilienscout24.de/expose/114922586,Fernwärme,86.0,2,Kurfürstendamm,10719 Berlin,193,Charlottenburg,Charlottenburg,26.511627906976745,ChWi,Charl
"Lehrter Straße 23D, 10557 Berlin, Tiergarten (Tiergarten)",allod Immobilien- und Vermögensverwaltungsges. mbH & Co. KG Culemeyerstraße 2 12277 Berlin,,1.0,,2018.0,,True,,liegt vor,Bedarfsausweis,,,5,1524.44,64.13,Fußbodenheizung,1154.34,346302,,305.97,Erstbezug,True,1.0,Erstbezug! Lichtdurchflutete 2 Zimmer mit Süd/Westbalkon,https://www.immobilienscout24.de/expose/115567943,Fernwärme,64.13,2,Lehrter Straße,10557 Berlin,23D,Tiergarten,Tiergarten,18.0,Mitt,Tierg
"10709 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Du Chesne Immobilien GmbH Martin Luther Str 8 10777 Berlin,,1.0,,,,True,,,,,,6 von 4,1409.96,185.0,Zentralheizung,1061.0,3 Monatskaltmieten,,163.96,,True,,"sanierte, großzügige 2 Zi.-Citywohnung am Kurfürstendamm",https://www.immobilienscout24.de/expose/115156984,Fernwärme,73.16,2,,10709 Berlin,,Charlottenburg,Charlottenburg,14.502460360852925,ChWi,Charl
"Danzigerstraße 108, 10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,,,,1901.0,,,,liegt vor,Verbrauchsausweis,,124.0,3,1040.0,0.0,Zentralheizung,843.0,3 x Nettokaltmiete,,197.0,Modernisiert,,,Prenzlauer Berg Kiez - 2 Zimmerwohnung mit Balkon - Tageslichtbad - Dielen - ca. 77 m² - 1040 € warm,https://www.immobilienscout24.de/expose/87991677,Öl,77.22,2,Danziger Straße,10405 Berlin,108,Prenzlauer Berg,Prenzlauer Berg,10.916860916860918,Pank,Prenz
"Seydelstr. 22, 10117 Berlin, Mitte (Mitte)",allod Immobilien- und Vermögensverwaltungsges. mbH & Co. KG Culemeyerstraße 2 12277 Berlin,,2.0,,2009.0,,True,,liegt vor,Verbrauchsausweis,,,3 von 7,1875.53,97.75,Fußbodenheizung,1600.13,480039,,177.65,Gepflegt,True,2.0,Elegante 3-Zimmer-Wohnung mit hohem Wohnkomfort,https://www.immobilienscout24.de/expose/115545426,Fernwärme,106.25,3,Seydelstraße,10117 Berlin,22,Mitte,Mitte,15.06004705882353,Mitt,Mitte
"Danziger Str. 108, 10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,,,,1901.0,,,,liegt vor,Verbrauchsausweis,,124.0,0 von 5,602.0,0.0,Zentralheizung,507.0,3 x Nettokaltmiete,2016.0,95.0,Modernisiert,,,Prenzlauer Berg Kiez - Tolle Singlewohnung - Laminat - Duschbad - ca. 36 m² - 602 € warm,https://www.immobilienscout24.de/expose/93297098,Gas,36.06,1,Danziger Straße,10405 Berlin,108,Prenzlauer Berg,Prenzlauer Berg,14.059900166389351,Pank,Prenz
"Friedrich-Engels-Str. 23, 13156 Berlin, Niederschönhausen (Pankow)",Covivio Immobilien GmbH Am Steinberg 6 13086 Berlin,,,,1900.0,,,,,Verbrauchsausweis,,,2,1544.0,0.0,,1283.0,Kaution: 2566.00,,261.0,Modernisiert,,,Einzug nach Modernisierung!!! Zauberhafte 3-Zimmerwohnung in ruhigen Pankow-Niederschönhausen,https://www.immobilienscout24.de/expose/115308986,Gas,102.63,3,Friedrich-Engels-Straße,13156 Berlin,23,Niederschönhausen,Pankow,12.50121796745591,Pank,Panko
"Heilbronner Str. 10, 10711 Berlin, Wilmersdorf (Wilmersdorf)",Claudia Germershausen Concept Immobilien Regensburger Str. 31 10777 Berlin,,2.0,,2019.0,,True,,liegt vor,Verbrauchsausweis,,,4,2500.0,0.0,Zentralheizung,2100.0,3 Nettokaltmieten,,400.0,Erstbezug,True,3.0,"2 große Balkone, denn der nächste Sommer kommt bestimmt - Neubau Erstbezug",https://www.immobilienscout24.de/expose/115124435,Fernwärme,120.0,4,Heilbronner Straße,10711 Berlin,10,Wilmersdorf,Wilmersdorf,17.5,ChWi,Wilmd
"Emdener Str. 39, 10551 Berlin, Tiergarten (Tiergarten)",Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,,,,1905.0,,True,,liegt vor,Verbrauchsausweis,,76.1,,670.0,0.0,Zentralheizung,558.0,3x Nettokaltmiete,,112.0,Modernisiert,,,Westhafen U-Birkenstraße - Charmante 2 Zimmer - Parkett - EBK - Dusche ca. 56m² - 670 € warm,https://www.immobilienscout24.de/expose/115218748,Fernwärme,51.06,2,Emdener Straße,10551 Berlin,39,Tiergarten,Tiergarten,10.928319623971797,Mitt,Tierg
"10629 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",MesseReal Stephanstr. 61 10559 Berlin,,2.0,,1905.0,,True,,laut Gesetz nicht erforderlich,,,,5 von 5,3495.0,,Etagenheizung,2995.0,6000.-,2016.0,500.0,Vollständig renoviert,,3.0,Neuer Preis: Großzügige Dachgeschoss-Maisonette in Ku'Damm-Nähe -Spacious apartment close to Ku'Damm,https://www.immobilienscout24.de/expose/113389306,Gas,170.0,5,,10629 Berlin,,Charlottenburg,Charlottenburg,17.61764705882353,ChWi,Charl
"Wünsdorfer Straße 16, 12307 Berlin, Lichtenrade (Tempelhof)",Harry Gerlach Wohnungsunternehmen GmbH Berliner Str. 120 10713 Berlin,,2.0,,1977.0,,True,,liegt vor,Verbrauchsausweis,,,2 von 2,1660.0,0.0,Zentralheizung,1360.0,4080.00,,300.0,Modernisiert,,4.0,5 Zimmer Dachgeschosswohnung mit Dachterrasse und EBK!,https://www.immobilienscout24.de/expose/115578439,Gas,143.07,5,Wünsdorfer Straße,12307 Berlin,16,Lichtenrade,Tempelhof,9.505836303907179,TSch,Temp
"12459 Berlin, Oberschöneweide (Köpenick) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",TRENDCITY GmbH Kurfürstendamm 67 10707 Berlin,,1.0,,1905.0,,True,,liegt vor,Verbrauchsausweis,,,,1487.07,0.0,Gas-Heizung,1199.25,3 Nettokaltmieten,2020.0,287.82,Gepflegt,,3.0,Großzügige Dachgeschosswohnung mit Terrasse und EBK!,https://www.immobilienscout24.de/expose/115580380,Gas,95.94,4,,12459 Berlin,,Oberschöneweide,Köpenick,12.5,TrKö,Köpen
"10629 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",reco Immobilienbüro petra hubertus Schumannstrasse 1 berta 10117 Berlin,,1.0,,1900.0,,True,,liegt vor,Verbrauchsausweis,,,2 von 4,3970.0,0.0,Zentralheizung,3300.0,9900.00,2014.0,670.0,Neuwertig,True,2.0,für 1 jahr: 3 zi-whg zw. kurfürstendamm u. mommsen VH 2. og u. aufzug,https://www.immobilienscout24.de/expose/115473791,Fernwärme,200.0,3,,10629 Berlin,,Charlottenburg,Charlottenburg,16.5,ChWi,Charl
"Danziger Straße 73, 10435 Berlin, Prenzlauer Berg (Prenzlauer Berg)",STRATEGIS AG Torstraße 49 10119 Berlin,,3.0,,2016.0,,True,,,Bedarfsausweis,,,6 von 6,5053.11,0.0,Zentralheizung,4099.0,12297.00,,954.11,Neuwertig,True,6.0,"PARAGON Apartments - 7 Zimmer mit 2 Terrassen, großer Küche und Gallerie",https://www.immobilienscout24.de/expose/112436566,Fernwärme,254.43,7,Danziger Straße,10435 Berlin,73,Prenzlauer Berg,Prenzlauer Berg,16.110521557992374,Pank,Prenz
"Danziger Straße 77, 10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)",STRATEGIS AG Torstraße 49 10119 Berlin,,1.0,,2016.0,,True,,,Bedarfsausweis,,,6 von 7,2219.0,0.0,Zentralheizung,1849.0,12297.00,,370.0,Neuwertig,True,2.0,PARAGON Apartments - 3 Zimmer mit 2 Terrassen und Blick über Berlin,https://www.immobilienscout24.de/expose/114844704,Fernwärme,99.15,3,Danziger Straße,10405 Berlin,77,Prenzlauer Berg,Prenzlauer Berg,18.648512355017647,Pank,Prenz
"Ruppinerstraße 35-36, 13355 Berlin, Wedding (Wedding)",immo-for-less Privat vom Eigentümer,,1.0,,1956.0,,,,liegt vor,Bedarfsausweis,,,5 von 5,1540.0,39.0,Fußbodenheizung,1422.0,4266,,79.0,Erstbezug,,1.0,3 Zimmerwohnungen WG-geeignet-Erstbezug nach Neubau der 5 Etage,https://www.immobilienscout24.de/expose/115391090,Gas,79.0,3,Ruppiner Straße,13355 Berlin,35,Wedding,Wedding,18.0,Mitt,Weddg
"Oderberger Straße 51/ 52, 10435 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Nudelmann & Friends Immobilien GmbH Kurfürstendamm 133 10711 Berlin,,1.0,,,,,,,,,,5 von 5,2018.38,0.0,Zentralheizung,1698.64,3 Nettokaltmieten,,319.74,Saniert,,2.0,Traummaisonette mit 2 großzügigen Balkonen in Traumlage im P'berg gesucht?,https://www.immobilienscout24.de/expose/115442980,,99.92,3,Oderberger Straße,10435 Berlin,51,Prenzlauer Berg,Prenzlauer Berg,17.0,Pank,Prenz
"10435 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",reco Immobilienbüro petra hubertus Schumannstrasse 1 berta 10117 Berlin,,1.0,,2019.0,,True,,,Verbrauchsausweis,,120.8,2 von 5,2812.0,0.0,Zentralheizung,2490.0,7470.00,,322.0,Erstbezug,True,2.0,schöne 3-zi-terrassen-whg mit großen fenstern EBK u. aufzug erstbezug,https://www.immobilienscout24.de/expose/114294891,Gas,100.7,3,,10435 Berlin,,Prenzlauer Berg,Prenzlauer Berg,24.726911618669313,Pank,Prenz
"Goldfinkweg 40, 14195 Berlin, Schmargendorf (Wilmersdorf)",Berlin Property Partner Neue Grünstrasse 2 10179 Berlin,,2.0,,2014.0,,True,,liegt vor,Bedarfsausweis,,,1 von 3,3550.0,0.0,Fußbodenheizung,2938.0,3 Kaltmieten,,512.0,Neuwertig,True,2.0,Luxuswohnung im Haus von Ralf Schmitz im Grunewald,https://www.immobilienscout24.de/expose/91496497,Gas,113.0,3,Goldfinkweg,14195 Berlin,40,Schmargendorf,Wilmersdorf,26.0,ChWi,Wilmd
"Alt-Moabit 46, 10555 Berlin, Tiergarten (Tiergarten)",Gral Immobilien und Hausverwaltungs GmbH Blankenburger Strasse 23 13089 Berlin - Heinersdorf,,1.0,,,,True,,,,,,5 von 5,1664.0,,,1544.0,4632,,120.0,Erstbezug,,2.0,Schöne Dachgeschoss Wohnung,https://www.immobilienscout24.de/expose/107963469,Gas,96.5,3,Alt-Moabit,10555 Berlin,46,Tiergarten,Tiergarten,16.0,Mitt,Tierg
"10435 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",reco Immobilienbüro petra hubertus Schumannstrasse 1 berta 10117 Berlin,,1.0,,2019.0,,True,,,Verbrauchsausweis,,120.8,3 von 5,2251.0,0.0,Zentralheizung,1998.0,5994.00,,253.0,Erstbezug,True,1.0,"schöne 2-zi-whg mit 2 terrassen, großen fenstern EBK u. aufzug erstbezug",https://www.immobilienscout24.de/expose/114289429,Gas,79.05,2,,10435 Berlin,,Prenzlauer Berg,Prenzlauer Berg,25.275142314990514,Pank,Prenz
"Alt-Friedrichsfelde 122, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,,,,1910.0,,,,liegt vor,Verbrauchsausweis,,89.0,1 von 4,799.0,0.0,Zentralheizung,646.0,3x Nettokaltmiete,,153.0,,,,Lichtenberg! Schicke 2 Zimmerwohnung ca. 63 m² - Balkon - Tageslicht Wannenbad - 799 € warm,https://www.immobilienscout24.de/expose/101477241,Fernwärme,62.81,2,Alt-Friedrichsfelde,10315 Berlin,122,Friedrichsfelde,Lichtenberg,10.284986467123069,Lich,Liber
"Galenusstr. 63 B, 13187 Berlin, Pankow (Pankow)",allod Immobilien- und Vermögensverwaltungsges. mbH & Co. KG Culemeyerstraße 2 12277 Berlin,,2.0,,2009.0,,True,,liegt vor,Verbrauchsausweis,,,0 von 5,2525.93,106.93,Zentralheizung,2151.66,645498,,267.34,Gepflegt,True,3.0,Traumhafte 4-Zimmer-Wohnung im EG mit Terrasse und Privatgarten,https://www.immobilienscout24.de/expose/114535364,Erdgas schwer,153.69,4,Galenusstraße,13187 Berlin,63B,Pankow,Pankow,14.0,Pank,Panko
"Niebuhrstraße 61, 10629 Berlin, Charlottenburg (Charlottenburg)",CITY-CONCEPT Gesellschaft für Immobilienmanagement mbH Niebuhrstraße 19 c 10629 Berlin,,2.0,,1900.0,,True,,liegt vor,Bedarfsausweis,,,3,3002.0,204.0,Zentralheizung,2584.0,645498,2019.0,214.0,Erstbezug nach Sanierung,True,3.0,Kudammnähe - Erstbezug nach umfassender Sanierung in der Niebuhrstraße 61 - Aufzug-EBK-Parkett-Stuck,https://www.immobilienscout24.de/expose/113353445,Fernwärme,163.19,5,Niebuhrstraße,10629 Berlin,61,Charlottenburg,Charlottenburg,15.834303572522826,ChWi,Charl
"Scharnhorststraße 25, 10115 Berlin, Mitte (Mitte)",Stuck & Füting Immobilienconsult,,2.0,,1900.0,,True,,liegt vor,Verbrauchsausweis,,97.0,1 von 5,2490.0,200.0,Gas-Heizung,2090.0,6270,2020.0,200.0,Erstbezug nach Sanierung,True,3.0,Wunderschöne neuerstellte Wohnung,https://www.immobilienscout24.de/expose/114724263,Gas,143.97,4,Scharnhorststraße,10115 Berlin,25,Mitte,Mitte,14.5169132458151,Mitt,Mitte
"Nantesstraße 78, 13127 Berlin, Französisch Buchholz (Pankow)",Müller Merkle Immobilien GmbH Chausseestraße 22 10115 Berlin,,1.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,4 von 4,1135.0,0.0,Fußbodenheizung,920.0,2760.00,,215.0,,True,1.0,"Neubau! 2 Zimmer, 2 Dachterrassen - Ein Traum von Wohnung wartet auf Sie!",https://www.immobilienscout24.de/expose/115203770,,71.63,2,Nantesstraße,13127 Berlin,78,Französisch Buchholz,Pankow,12.843780538880358,Pank,Panko
"Flottwellstr. 44, 10785 Berlin, Tiergarten (Tiergarten)",B² Immobilien-Geldanlagen-Versicherungen Eichner Dorfstr. 1a 16356 Ahrensfelde OT Eiche,,2.0,,2015.0,,True,,liegt vor,Bedarfsausweis,,,6 von 7,1999.6,0.0,Fernwärme,1686.6,5058.00,,313.0,Neuwertig,True,2.0,Modernes Wohnen am Park - 3 Zimmer mit S/W Balkon,https://www.immobilienscout24.de/expose/85029910,,112.44,3,Flottwellstraße,10785 Berlin,44,Tiergarten,Tiergarten,15.0,Mitt,Tierg
"Nesselweg 17, 13158 Berlin, Rosenthal (Pankow)",Müller Merkle Immobilien GmbH Chausseestraße 22 10115 Berlin,,1.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,1 von 3,1030.0,0.0,Fußbodenheizung,850.0,2550,,180.0,,,1.0,Erstbezug ab August 2020: moderne 2-Zimmer-Wohnung in Berlin-Pankow mit Balkon im 1. OG,https://www.immobilienscout24.de/expose/115545018,Fernwärme,59.57,2,Nesselweg,13158 Berlin,17,Rosenthal,Pankow,14.268927312405573,Pank,Panko
"Simon-Bolivar-Str. 18A, 13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)",DIM Holding AG Potsdamer Str. 188 10738 Berlin,,1.0,,1994.0,,True,,liegt vor,Verbrauchsausweis,,92.0,0 von 6,871.98,85.87,Zentralheizung,693.63,2080.85,,92.48,Gepflegt,True,1.0,Super 2 Zimmerwohnung,https://www.immobilienscout24.de/expose/115269165,Fernwärme,66.06,2,Simon-Bolivar-Straße,13055 Berlin,18A,Alt-Hohenschönhausen,Hohenschönhausen,10.5,,
"Pfarrhufenanger 24, 12623 Berlin, Mahlsdorf (Hellersdorf)",,,1.0,,2020.0,,,,liegt zur Besichtigung vor,,,,3 von 3,1650.0,0.0,Gas-Heizung,1430.0,3 Netto-Monatsmieten,,220.0,Erstbezug,,,Erstbezug: attraktive 4-Zimmer-Penthouse-Wohnung mit 2 Terrassen in Berlin-Mahlsdorf,https://www.immobilienscout24.de/expose/114822680,Gas,125.0,4,Pfarrhufenanger,12623 Berlin,24,Mahlsdorf,Hellersdorf,11.44,MaHe,Helld
"Hallesche Str. 6 a, 10963 Berlin, Kreuzberg (Kreuzberg)",immo-for-less Privat vom Eigentümer,,1.0,,2017.0,,True,,liegt vor,Bedarfsausweis,,,2 von 4,1500.0,,Fußbodenheizung,1250.0,300000,,250.0,Neuwertig,True,1.0,Neubauwohnung zu vermieten im Herzen von Berlin,https://www.immobilienscout24.de/expose/114100400,Fernwärme,60.0,2,Hallesche Straße,10963 Berlin,6A,Kreuzberg,Kreuzberg,20.833333333333332,FrKr,Kreuz
"Glienicker Straße 6, 13467 Berlin, Hermsdorf (Reinickendorf)",DGIM Deutsche Gesellschaft für Immobilienmanagement mbH Mariendorfer Damm 161a 12107 Berlin,,2.0,,,,True,,liegt zur Besichtigung vor,,,,3 von 3,2260.42,181.56,Blockheizkraftwerke,1988.08,5964.24,,90.78,Neuwertig,True,3.0,Hochwertige Penthouse Wohnung mit zwei sonnigen Terrassen und EBK,https://www.immobilienscout24.de/expose/114622500,,136.17,4,Glienicker Straße,13467 Berlin,6,Hermsdorf,Reinickendorf,14.59998531247705,Rein,Reind
"Kaiserstraße 143, 12105 Berlin, Mariendorf (Tempelhof)",Becker & Kries Immobilien Management GmbH,,1.0,,1914.0,,,,liegt vor,Verbrauchsausweis,,,1,789.0,94.0,Zentralheizung,599.0,1797.00,,96.0,Gepflegt,,,"Mariendorf, Altbau, 1.OG: Schöne 2-Zimmer-Wohnung!",https://www.immobilienscout24.de/expose/115471482,Gas,59.76,2,Kaiserstraße,12105 Berlin,143,Mariendorf,Tempelhof,10.023427041499332,TSch,Temp
"Proskauerstraße 13, 10247 Berlin, Friedrichshain (Friedrichshain)",Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,,,,1908.0,,True,,liegt vor,Verbrauchsausweis,,122.0,2,593.0,0.0,Zentralheizung,515.0,3 x Nettokaltmiete,2016.0,78.0,Modernisiert,,,Friedrichshain - Rigaerstraße - Charmantes Singleappartement - EBK - Tageslichtbad - 593 € warm,https://www.immobilienscout24.de/expose/89770987,Gas,36.08,1,Proskauer Straße,10247 Berlin,13,Friedrichshain,Friedrichshain,14.273835920177385,FrKr,Frhai
"13505 Berlin, Konradshöhe (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,,,,1980.0,,,,,,,,2 von 3,750.0,0.0,Zentralheizung,600.0,1000,,150.0,Erstbezug,,,Möbliertes Apartment (direkter Wasserlage),https://www.immobilienscout24.de/expose/115250432,Erdgas leicht,43.0,1,,13505 Berlin,,Konradshöhe,Reinickendorf,13.953488372093023,Rein,Reind
"Gartenfelder Str. 74 c, 13599 Berlin, Haselhorst (Spandau)",Becker & Kries Immobilien Management GmbH,,1.0,,1995.0,,True,,liegt vor,Verbrauchsausweis,,,3,722.0,76.0,Zentralheizung,508.0,1524.00,,138.0,Gepflegt,True,,"Spandau-Haselhorst: 1,5-Zimmer, Wintergarten, Parkett!",https://www.immobilienscout24.de/expose/115458559,Fernwärme,52.65,"1,1",Gartenfelder Straße,13599 Berlin,74C,Haselhorst,Spandau,9.648622981956315,Span,Spand
"Feldzeugmeisterstraße 4, 10557 Berlin, Tiergarten (Tiergarten)",HV Zentel Feldzeugmeisterstr. 4 10557 Berlin,,1.0,,1900.0,,True,,liegt vor,Bedarfsausweis,,,1 von 4,1299.0,,Etagenheizung,1199.0,2000.00,2019.0,100.0,Modernisiert,,1.0,"Etagenwohnung mit Balkon - teilmöbliert, 91 qm, Nähe Hbf.",https://www.immobilienscout24.de/expose/107842244,Gas,91.0,2,Feldzeugmeisterstraße,10557 Berlin,4,Tiergarten,Tiergarten,13.175824175824175,Mitt,Tierg
"Friedrichstr. 211, 10969 Berlin, Kreuzberg (Kreuzberg)",,,1.0,,,,True,,liegt vor,,,,3 von 6,995.0,0.0,,650.0,1950,,345.0,Gepflegt,True,,"Helle, Vollmöblierte 1-Zi-Wohnung (+ sonniger Balkon) – Traumhafte Lage am Checkpoint Charlie + TG",https://www.immobilienscout24.de/expose/115400717,,50.0,1,Friedrichstraße,10969 Berlin,211,Kreuzberg,Kreuzberg,13.0,FrKr,Kreuz
"Herderstr. 3, 10625 Berlin, Charlottenburg (Charlottenburg)",P. D. Immobilien Misdroyer Str. 52 14199 Berlin,,,,2020.0,,True,,liegt vor,Bedarfsausweis,,,1 von 6,1640.0,80.0,Gas-Heizung,1420.0,2840,,140.0,Erstbezug,True,,"Ruhige, helle 2 Zimmer Neubau Erstbezug Nähe Kantstraße",https://www.immobilienscout24.de/expose/114066294,Gas,98.72,2,Herderstraße,10625 Berlin,3,Charlottenburg,Charlottenburg,14.384116693679093,ChWi,Charl
"12051 Berlin, Neukölln (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,,1.0,,1996.0,,,,,,,,4 von 4,920.0,50.0,,800.0,2840,,120.0,,True,,"Attraktive 3-Zimmer-Wohnung Neukölln, Berlin/ BESICHTIGUNGSTERMIN 03.03.2020",https://www.immobilienscout24.de/expose/115620567,,65.0,3,,12051 Berlin,,Neukölln,Neukölln,12.307692307692308,Neuk,Neukö
