Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Etage,Wohnfläche ca.,Bezugsfrei ab,Zimmer,Schlafzimmer,Badezimmer,Balkon/ Terrasse,Baujahr,Objektzustand,Ausstattung,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Endenergiebedarf,Energieeffizienzklasse,Anbieter,Adreese
Klimatisiertes Penthouse am Ufer mit Dachterrasse vom Entwickler des Soho-House Hotels,https://www.immobilienscout24.de/expose/76025013,2.499 €,230 €,120 €,2.849 €,3 nkm,5 von 5,"125,28 m²",01.01.2020,3,2,1,True,,Modernisiert,Luxus,Fernwärme,Fernwärme,liegt vor,,,,Rudi-Dutschke-Str. 26 10969 Berlin,"Planufer 92b, 10967 Berlin, Kreuzberg (Kreuzberg)"
Schöne 3 Zimmerwohnung,https://www.immobilienscout24.de/expose/115804356,"886,49 €","112,82 €","104,76 €","1.104,07 €","2.659,47",5 von 6,"80,59 m²",sofort,3,2,1,True,1994,Gepflegt,Normale Qualität,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,,DIM Holding AG Potsdamer Str. 188 10738 Berlin,"Simon-Bolivar-Str. 15, 13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)"
1-Zimmer-Wohnung in Adlershof | Verfügbar ab sofort,https://www.immobilienscout24.de/expose/115506358,509 €,45 €,45 €,599 €,"1527,00 €",2 von 5,"28,9 m²",ab sofort,1,1,1,True,2014,Neuwertig,Normale Qualität,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,"44,8 kWh/(m²*a)",A,B-home Hausverwaltung GmbH,"Dörpfeldstraße 5, 12489 Berlin, Adlershof (Treptow)"
2 Zimmerwohnung in Tempelhof - Balkon - Tageslichtbad - ca 47 m² - 692 € warm,https://www.immobilienscout24.de/expose/115753437,567 €,125 €,inkl. 34 €,692 €,3 x Nettokaltmiete,6,"47,6 m²",01.03.2020,2,,,True,1956,Modernisiert,Gehobene Qualität,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,,Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,"Kaiserkorso 6, 12101 Berlin, Tempelhof (Tempelhof)"
2 Zimmerwohnung - Wannenbad mit Fenster - Kammer-ca. 74 m² - 820 € zzgl.HK,https://www.immobilienscout24.de/expose/115213128,692 €,128 €,0 €,820 €,3 x Nettokaltmiete,3,"73,34 m²",01.03.2020,2,,,,1907,Modernisiert,Gehobene Qualität,Etagenheizung,Gas,liegt vor,Bedarfsausweis,122 kWh/(m²*a),,Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,"Holländerstraße 20, 13407 Berlin, Reinickendorf (Reinickendorf)"
Schöneberger Insel/Rote Insel! Gemütliche 2 Zimmerwohnung - Duschbad- ca. 47m² - 701 € warm,https://www.immobilienscout24.de/expose/89676928,595 €,106 €,inkl. 27 €,701 €,3 x Nettokaltmiete,4,"47,25 m²",Sofort,2,,,,1920,Modernisiert,Gehobene Qualität,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,,Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,"Leberstraße 37, 10829 Berlin, Schöneberg (Schöneberg)"
Wundervolle 3 Zi. Whg. *EBK* *Balkon*,https://www.immobilienscout24.de/expose/115700788,"1.664,83 €","165,21 €","81,24 €","1.911,28 €",4990,,"95,58 m²",01.03.2020,3,,,,2017,Neuwertig,Gehobene Qualität,,Fernwärme,,Bedarfsausweis,63 kWh/(m²*a),,BUWOG Immobilien Treuhand GmbH Riegelbachstraße 23 74360 Ilsfeld,"Chausseestraße 39A, 10115 Berlin, Mitte (Mitte)"
für 1 jahr: 3 zi-whg zw. kurfürstendamm u. mommsen VH 2. og u. aufzug,https://www.immobilienscout24.de/expose/115758441,3.300 €,670 €,in Nebenkosten enthalten,3.970 €,"9.900,00 EUR",2 von 4,200 m²,01.04.2020,3,2,1,True,1900,Neuwertig,Gehobene Qualität,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,E,reco Immobilienbüro petra hubertus Schumannstrasse 1 berta 10117 Berlin,"10629 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
2 Zimmerwohnung - 46 m² - Laminat - Duschbad - Balkon - ca. 46 m² - 599 € warm,https://www.immobilienscout24.de/expose/86075506,457 €,142 €,inkl. 56 €,599 €,3 x Nettokaltmieten,1,46 m²,sofort,2,,,True,1900,Saniert,Gehobene Qualität,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,,,Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,"Paetzer Straße 17, 12359 Berlin, Britz (Neukölln)"
schöne remise höhe kastanienallee mit 2 terrassen 1 großer kamin u. EBK,https://www.immobilienscout24.de/expose/115759449,2.300 €,"434,17 €",in Nebenkosten enthalten,"2.724,17 €","6.900,00 EUR",,"135,68 m²",sofort,2,1,1,True,1918,Erstbezug nach Sanierung,Luxus,Zentralheizung,Gas,,Verbrauchsausweis,,,reco Immobilienbüro petra hubertus Schumannstrasse 1 berta 10117 Berlin,"10435 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"schöne 2-zi-whg mit 2 terrassen, großen fenstern EBK u. aufzug erstbezug",https://www.immobilienscout24.de/expose/115758588,1.998 €,253 €,in Nebenkosten enthalten,2.251 €,"5.994,00 EUR",3 von 5,"79,05 m²",sofort,2,1,1,True,2019,Erstbezug,Luxus,Zentralheizung,Gas,,Verbrauchsausweis,,,reco Immobilienbüro petra hubertus Schumannstrasse 1 berta 10117 Berlin,"10435 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
4 Zimmer am Alex,https://www.immobilienscout24.de/expose/97546389,"1.726,08 €",300 €,in Nebenkosten enthalten,"2.156,08 €","5.178,24 EUR",2 von 7,"119,04 m²",01.06.2020,4,3,2,True,2017,Neuwertig,,Fernwärme,,liegt vor,Bedarfsausweis,52 kWh/(m²*a),B,B² Immobilien-Geldanlagen-Versicherungen Eichner Dorfstr. 1a 16356 Ahrensfelde,"Berolinastr. 7c, 10178 Berlin, Mitte (Mitte)"
schöne 2 Zimmerwohnung in Wilmersdorf- Dielen - Wannenbad - Gäste-WC - ca. 78m² - 1.049 € warm,https://www.immobilienscout24.de/expose/106721758,906 €,187 €,inkl. 74 €,1.093 €,3 x Nettokaltmiete,1,"78,37 m²",sofort,2,,,,1912,Modernisiert,Gehobene Qualität,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,,Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,"Pfalzburger Str. 33a, 10717 Berlin, Wilmersdorf (Wilmersdorf)"
2 zi-whg in der böckhstrasse im sfl 1.OG nähe planufer u. admiralsbrücke,https://www.immobilienscout24.de/expose/115638816,1.050 €,170 €,in Nebenkosten enthalten,1.220 €,"3.150,00 EUR",1 von 4,"60,42 m²",01.02.2020,2,1,1,,1910,Gepflegt,Normale Qualität,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,,,reco Immobilienbüro petra hubertus Schumannstrasse 1 berta 10117 Berlin,"10967 Berlin, Kreuzberg (Kreuzberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
sehr schöne 3 zi.-whg mit 2 terrassen EBK 2 bäder aufzug u. TG,https://www.immobilienscout24.de/expose/115637279,1.760 €,"311,90 €",in Nebenkosten enthalten,"2.071,90 €","6.215,70 EUR",2 von 5,"107,33 m²",sofort,3,2,2,True,2016,Neuwertig,Luxus,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,58 kWh/(m²*a),B,reco Immobilienbüro petra hubertus Schumannstrasse 1 berta 10117 Berlin,"10585 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"Hochwertiges DG im gepflegten Altbau! **Besichtigung: Sa., 15.02. / 11:30 Uhr**",https://www.immobilienscout24.de/expose/115172918,1.785 €,320 €,in Nebenkosten enthalten,2.105 €,"5.355,00 EUR",5 von 5,119 m²,ab 15.02.2020,4,2,1,True,1905,Vollständig renoviert,Luxus,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,B,SchönLife Immobilien Wielandstr. 12 10629 Berlin,"Cauerstrasse 25, 10587 Berlin, Charlottenburg (Charlottenburg)"
4 zi-whg mit garten-terrasse EBK aufzug TG concierge gg berliner dom,https://www.immobilienscout24.de/expose/115633259,"2.194,94 €","637,60 €",in Nebenkosten enthalten,"2.832,54 €","6.584,82 EUR",1 von 8,"159,4 m²",01.03.2020,3,2,1,True,2004,Neuwertig,Luxus,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,"67,9 kWh/(m²*a)",B,reco Immobilienbüro petra hubertus schumannstraße 1berta 10117 Berlin,"10178 Berlin, Mitte (Mitte) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Waterside Living Berlin - Unvergleichbare 4 Zimmerwohnung an der Spree,https://www.immobilienscout24.de/expose/114508954,2.650 €,350 €,keine Angabe,3.000 € (zzgl. Heizkosten),,2,131 m²,15.02.2019,4,,,True,2019,Erstbezug,Luxus,,,,,,,PRIMUS Immobilien AG | Vermietungsservice,"10245 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"Spandau-Haselhorst: 1,5-Zimmer, Wintergarten, Parkett!",https://www.immobilienscout24.de/expose/115458559,508 €,138 €,76 €,722 €,"1.524,00 €",3,"52,65 m²",Sofort,"1,1",,1,,1995,Gepflegt,,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,,Becker & Kries Immobilien Management GmbH,"Gartenfelder Str. 74 c, 13599 Berlin, Haselhorst (Spandau)"
"2,5 Zimmer Wohnung in Tempelhof",https://www.immobilienscout24.de/expose/115636793,"477,81 €",145 €,75 €,"697,81 €",3 x Nettokaltmiete,2 von 3,66 m²,sofort,"2,5",,,True,1975,Gepflegt,Normale Qualität,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,,,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Burgemeisterstraße 36, 12103 Berlin, Tempelhof (Tempelhof)"
Loft mit En suite-Bad & Südbalkon! UNMÖBLIERT!,https://www.immobilienscout24.de/expose/115637919,2.190 €,335 €,in Nebenkosten enthalten,2.645 €,"6.930,00 EUR",2 von 7,"134,74 m²",ab sofort,4,3,2,True,2016,,,Zentralheizung,,,Bedarfsausweis,79 kWh/(m²*a),,ZIEGERT – Bank- und Immobilienconsulting GmbH Zimmerstraße 16 10969 Berlin,"Charlottenburger Ufer 16b, 10587 Berlin, Charlottenburg (Charlottenburg)"
Große Berliner Stadtwohnung mit 4 Zimmern in Ku'Damm-Nähe,https://www.immobilienscout24.de/expose/115637975,2.700 €,320 €,in Nebenkosten enthalten,3.170 €,"8.550,00 EUR",6 von 7,"139,07 m²",Nach Vereinbarung,4,4,2,True,2019,Erstbezug,,Fußbodenheizung,,,Bedarfsausweis,68 kWh/(m²*a),B,ZIEGERT – Bank- und Immobilienconsulting GmbH Zimmerstraße 16 10969 Berlin,"Katharinenstraße 14, 10711 Berlin-Halensee, Wilmersdorf (Wilmersdorf)"
Attraktive 3-Zimmer-Wohnung in Berliner Spreelage!,https://www.immobilienscout24.de/expose/115455112,1.890 €,300 €,in Nebenkosten enthalten,2.320 €,"6.060,00 EUR",4 von 5,"101,38 m²",Nach Vereinbarung,3,2,2,True,2019,Erstbezug,,Fußbodenheizung,,,Bedarfsausweis,80 kWh/(m²*a),B,ZIEGERT – Bank- und Immobilienconsulting GmbH Zimmerstraße 16 10969 Berlin,"Wilhelm-Caspar-Wegely-Platz 4, 10587 Berlin, Tiergarten (Tiergarten)"
Herzlich willkmmen in Ihrer Privatoase mit 2 Balkonen & 2 Bädern!,https://www.immobilienscout24.de/expose/115542854,1.800 €,300 €,in Nebenkosten enthalten,2.230 €,"5.790,00 EUR",2 von 5,"112,26 m²",nach Vereinbarung,4,2,1,True,2019,Erstbezug,Gehobene Qualität,Fußbodenheizung,,,Bedarfsausweis,50 kWh/(m²*a),,ZIEGERT – Bank- und Immobilienconsulting GmbH Zimmerstraße 16 10969 Berlin,"Heubnerweg 7a, 14059 Berlin, Charlottenburg (Charlottenburg)"
"Pankow! Gemütliche 3,5 Zimmerwohnung an der Schönholzer Heide - Laminat - Balkon - Eckbadewanne",https://www.immobilienscout24.de/expose/75171304,950 €,226 €,inkl. 105 €,1.176 €,3 x Nettokaltmiete,3,97 m²,01.03.2020,"3,5",,,True,1900,Modernisiert,Gehobene Qualität,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,,Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,"Straße vor Schönholz 26, 13158 Berlin, Niederschönhausen (Pankow)"
"Exklusive DG-Maisonettewohnung im historischen Haus ""Ottilie-von-Hansemann"" mitten im Herzen Berlins",https://www.immobilienscout24.de/expose/115732377,1.888 €,490 €,in Nebenkosten enthalten,2.378 €,3 Nettokaltmieten,6 von 6,"139,83 m²",sofort,3,2,1,True,1915,Saniert,Gehobene Qualität,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,"132,3 kWh/(m²*a)",,Profi Partner AG Wallstraße 35 10179 Berlin,"Otto-Suhr-Allee 18/20, 10585 Berlin, Charlottenburg (Charlottenburg)"
Schnucklige Familienwohnung im Grünen!,https://www.immobilienscout24.de/expose/115483042,639 €,167 €,inkl. 85 €,806 €,"Kaution: 1.917,00 EUR",3,"68,54 m²",sofort,3,,,True,1985,Modernisiert,,Fernwärme,Fernwärme,,Verbrauchsausweis,,B,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Kastanienallee 126, 12627 Berlin, Hellersdorf (Hellersdorf)"
Wohnen auf hohem Niveau: Neu aus gebaute 3-Zimmer-Wohnung mit neuer EBK und Südbalkon am Ku´Damm!!,https://www.immobilienscout24.de/expose/115714664,"1.226,55 €","252,48 €","inkl. 108,23 €","1.479,03 €",3 Nettokaltmieten,3 von 5,"72,15 m²",voraus. 1.3.2020,3,,,True,1965,,Gehobene Qualität,Fernwärme,,laut Gesetz nicht erforderlich,,,,Trialog GmbH Karl-Marx-Allee 90 A 10243 Berlin,"Kurfürstendamm 73, 10709 Berlin, Charlottenburg (Charlottenburg)"
Super große Familienwohnung mit Gäste-WC!,https://www.immobilienscout24.de/expose/115127206,899 €,253 €,inkl. 150 €,1.152 €,"Kaution: 2.697,00 EUR",2,"86,09 m²",sofort,4,,,,1996,Modernisiert,,Fernwärme,Fernwärme,,Verbrauchsausweis,,C,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Henny-Porten-Str. 10, 12627 Berlin, Hellersdorf (Hellersdorf)"
Kleines süßes Single-Apartment in Hollywood...ähh...Hellersdorf!,https://www.immobilienscout24.de/expose/115483048,459 €,92 €,inkl. 44 €,551 €,"Kaution: 1.377,00 EUR",4,"35,69 m²",01.03.2020,1,,,True,1985,Modernisiert,,Fernwärme,Fernwärme,,Verbrauchsausweis,,D,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Kastanienallee 124, 12627 Berlin, Hellersdorf (Hellersdorf)"
Familienwohnung mit Balkon und EBK!,https://www.immobilienscout24.de/expose/115430245,629 €,165 €,inkl. 80 €,794 €,"Kaution: 1.887,00 EUR",3,"68,63 m²",01.04.2020,3,,,True,1988,Gepflegt,,Fernwärme,Fernwärme,,Verbrauchsausweis,,B,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Naumburger Ring 50, 12627 Berlin, Hellersdorf (Hellersdorf)"
Für Treppensteiger - Familienwohnung mit Badewanne und Balkon!,https://www.immobilienscout24.de/expose/115353521,629 €,167 €,inkl. 85 €,796 €,"Kaution: 1.887,00 EUR",5,"68,54 m²",01.04.2020,3,,,True,1985,Gepflegt,,Fernwärme,Fernwärme,,Verbrauchsausweis,,C,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Zossener Str. 162, 12627 Berlin, Hellersdorf (Hellersdorf)"
Maisonette- Wohnung mit 56 qm Wohnraum und 35 qm Hobbyraum,https://www.immobilienscout24.de/expose/115376573,889 €,410 €,inkl. 250 €,1.299 €,"Kaution: 2.667,00",0,91 m²,sofort,"3,5",,,True,1994,Vollständig renoviert,,Zentralheizung,Gas,,Verbrauchsausweis,,F,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Ruppiner Chaussee 297, 13503 Berlin, Heiligensee (Reinickendorf)"
Moderne 1-Zimmer-Wohnung in Lichtenrade!,https://www.immobilienscout24.de/expose/115637801,"287,26 €",110 €,50 €,"447,26 €",3 Nettokaltmieten,6,41 m²,sofort,1,,,True,1977,Gepflegt,Normale Qualität,Zentralheizung,KWK fossil,liegt vor,Bedarfsausweis,,,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Skarbinastr. 82a, 12309 Lichtenrade, Lichtenrade (Tempelhof)"
Ruhig gelegene 1-Zimmer Wohnung in Wedding,https://www.immobilienscout24.de/expose/115638939,"232,56 €",60 €,20 €,"312,56 €",3 Nettokaltmieten,0,32 m²,ab sofort,1,,,,1910,,Normale Qualität,Zentralheizung,KWK fossil,liegt vor,Bedarfsausweis,"163,5 kWh/(m²*a)",,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Brüsseler Straße 42, 13353 Berlin, Wedding (Wedding)"
1 Zimmer Wohnung unweit der Technischen Universität,https://www.immobilienscout24.de/expose/115649948,"316,87 €",90 €,50 €,"456,87 €",3 x Nettokaltmiete,3,39 m²,sofort,1,,1,,,Gepflegt,Normale Qualität,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,127 kWh/(m²*a),,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Bismarckstr. 102, 10625 Berlin, Charlottenburg (Charlottenburg)"
Hochwertiges City-Apartment mit Blick über Berlin!,https://www.immobilienscout24.de/expose/115506498,1.850 €,560 €,in Nebenkosten enthalten,2.410 €,"5.550,00 EUR",12 von 12,91 m²,sofort,"3,5",2,2,,2000,Neuwertig,,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,,D,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Potsdamer Straße 4, 10785 Berlin, Tiergarten (Tiergarten)"
Luxuriös möbliertes Penthouse mit Weitblick!,https://www.immobilienscout24.de/expose/115583569,1.660 €,440 €,in Nebenkosten enthalten,2.100 €,"4.980,00 EUR",,75 m²,sofort,2,1,1,True,2014,Neuwertig,,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,"105,8 kWh/(m²*a)",,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"10551 Berlin, Tiergarten (Tiergarten) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Wundervolle 3-Zimmer Wohnung im ruhigen Lichtenrade!,https://www.immobilienscout24.de/expose/115636739,"611,57 €",250 €,110 €,"971,57 €",3 x Nettokaltmiete,2,88 m²,sofort,3,,1,True,1976,Gepflegt,Normale Qualität,Zentralheizung,KWK fossil,liegt zur Besichtigung vor,,,,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Groß-Ziethener-Str. 98, 12309 Berlin, Lichtenrade (Tempelhof)"
Möbliert Wohnen nahe Viktoria-Luise-Platz!,https://www.immobilienscout24.de/expose/115530553,1.700 €,250 €,in Nebenkosten enthalten,1.950 €,,5 von 5,91 m²,ab sofort,3,2,1,True,1910,,,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,D,Engel & Völkers Berlin Mitte GmbH Charlottenstr. 4 10969 Berlin,"Ansbacher Straße 76, 10777 Berlin, Schöneberg (Schöneberg)"
FÜNF MORGEN: Weitläufige Dachgeschosswohnung mit Terrasse und Balkon,https://www.immobilienscout24.de/expose/110018279,"1.573,90 €","207,58 €",in Nebenkosten enthalten,"1.781,48 €",,3 von 3,"83,03 m²",01.09.2019,2,,,,2019,Erstbezug,Luxus,Fernwärme,Gas,,Bedarfsausweis,87 kWh/(m²*a),C,Best Place Immobilien GmbH & Co. KG Unter den Linden 39 10117 Berlin,"14195 Berlin, Dahlem (Zehlendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
lebensräume als kunstwerk : aussergewöhnliche maisonette-whg mit garten,https://www.immobilienscout24.de/expose/115436676,4.950 €,580 €,keine Angabe,5.530 € (zzgl. Heizkosten),"14.850,00 EUR",,201 m²,sofort,4,2,2,True,2016,Neuwertig,Luxus,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,"45,7 kWh/(m²*a)",A,reco Immobilienbüro petra hubertus Schumannstrasse 1 berta 10117 Berlin,"10179 Berlin, Mitte (Mitte) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
*großzügiges DG Loft mit Terrasse nahe Hackescher Markt*,https://www.immobilienscout24.de/expose/115219703,2.000 €,270 €,125 €,2.395 €,6000,5 von 5,138 m²,ab sofort,1,,1,True,1918,Erstbezug nach Sanierung,,,Gas,,Verbrauchsausweis,,D,core ImmobilienManagement GmbH Markgrafenstr. 22 10117 Berlin,"Alte Schönhauser Straße 38, 10119 Berlin, Mitte (Mitte)"
Willkommen im Haus Ottilie-von-Hansemann - Charlottenburg l Großzügige 4-Zimmer Wohnung,https://www.immobilienscout24.de/expose/114923777,2.880 €,250 €,250 €,3.380 €,8640 EUR,5,180 m²,01.02.2020,4,1,,True,1915,Neuwertig,,,Fernwärme,liegt vor,Bedarfsausweis,125 kWh/(m²*a),,Inseriert auf ohne-makler.net,"Otto-Suhr-Alle 18, 10585 Berlin, Charlottenburg (Charlottenburg)"
Westend: exklusives Wohnen im Wasserturm mit Rundum-Blick über Berlin,https://www.immobilienscout24.de/expose/115420017,2.800 €,450 €,300 €,3.550 €,8400 EUR,4 von 7,210 m²,nach Absprache,4,3,2,True,1881,Neuwertig,,,Fernwärme,laut Gesetz nicht erforderlich,,,,Inseriert auf ohne-makler.net,"Akazienalle 35-39, 14050 Berlin, Charlottenburg (Charlottenburg)"
"Exklusive 5 Zimmer Maisonette-Wohnung mit gehobener Ausstattung, EBK, 2 Außenstellplätze",https://www.immobilienscout24.de/expose/115420878,2.450 €,580 €,in Nebenkosten enthalten,3.030 €,3 NKM,1 von 2,"193,5 m²",01.05.2020,5,4,2,True,1918,Neuwertig,Gehobene Qualität,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,"110,6 kWh/(m²*a)",,Brenta Real GmbH & Co. KG Wiltbergstraße 90 13125 Berlin,"Wiltbergstraße 90, 13125 Berlin, Buch (Pankow)"
Willkommen im Haus Cumberland am Ku'damm l exklusiv möblierter 2 Zimmer Wohntraum,https://www.immobilienscout24.de/expose/114922586,2.280 €,200 €,180 €,2.660 €,7500 EUR,4,86 m²,sofort,2,1,,True,1903,Neuwertig,,,Fernwärme,laut Gesetz nicht erforderlich,,,,Inseriert auf ohne-makler.net,"Kurfürstendamm 193, 10719 Berlin, Charlottenburg (Charlottenburg)"
Möbliertes Neubauwohnung zu vermieten im Herzen von Berlin,https://www.immobilienscout24.de/expose/114100400,1.250 €,250 €,keine Angabe,1.500 € (zzgl. Heizkosten),3000.00 EUR,2 von 4,60 m²,sofort,2,1,1,True,2017,Neuwertig,Normale Qualität,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,57 kWh/(m²*a),A,immo-for-less Privat vom Eigentümer,"Hallesche Str. 6 a, 10963 Berlin, Kreuzberg (Kreuzberg)"
Attraktive 2- Zimmer Wohnung mit EBK und Balkon!,https://www.immobilienscout24.de/expose/115689840,551 €,137 €,in Nebenkosten enthalten,688 €,"1503,00",3 von 5,"53,96 m²",sofort,2,1,1,True,1992,Modernisiert,,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,D,Harry Gerlach Wohnungsunternehmen GmbH Berliner Str. 120 10713 Berlin,"Antonienstraße 49a, 13403 Berlin, Reinickendorf (Reinickendorf)"
*Schöne Maisonette im Grünen*,https://www.immobilienscout24.de/expose/114178861,"3.101,55 €","454,89 €","182,57 €","3.739,01 €",3 Momatsmieten,2 von 3,"206,77 m²",sofort,3,2,2,True,1991,Gepflegt,Gehobene Qualität,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,154 kWh/(m²*a),,Thelen Immobilien Management GmbH Alfredstr. 150 45131 Essen,"Koenigsallee 19a, 14193 Berlin, Grunewald (Wilmersdorf)"
Aufregendes 2-Zimmer-Penthouse,https://www.immobilienscout24.de/expose/114123996,1.450 €,180 €,in Nebenkosten enthalten,1.730 €,"4.770,00 EUR",7 von 7,"79,96 m²",Nach Vereinbarung,2,1,1,True,2019,Erstbezug,,Fußbodenheizung,,,Bedarfsausweis,68 kWh/(m²*a),B,ZIEGERT – Bank- und Immobilienconsulting GmbH Zimmerstraße 16 10969 Berlin,"Katharinenstraße 14, 10711 Berlin-Halensee, Wilmersdorf (Wilmersdorf)"
