straße,bezirk,wohnlage_einstufung,gebietsstand,hausnummer,buchstabe,lage_im_stadtgebiet,ortsteil
Am Dianaplatz,Rein,mittel,13,13,13,13,13
Am Dianaplatz,Rein,mittel *,1,1,1,1,1
Am Doggelhof,Rein,einfach,1,0,1,1,1
Am Dominikusteich,Rein,gut,1,0,1,1,1
Am Donnerberg,Span,mittel,85,85,85,85,85
Am Donnerberg,Span,mittel *,11,11,11,11,11
Am Dorfanger,Rein,mittel,1,0,1,1,1
Am Dorfteich,Rein,einfach,1,0,1,1,1
Am Dorfwald,Span,mittel,1,0,1,1,1
Am Dörferweg,Lich,einfach,1,0,1,1,1
Am Eichgarten,StZe,gut,4,4,4,4,4
Am Eichgarten,StZe,mittel,10,10,10,10,10
Am Elsenbruch,StZe,mittel,4,4,4,4,4
Am Elsenbruch,StZe,mittel*,1,1,1,1,1
Am Erlenbusch,StZe,gut,1,0,1,1,1
Am Espenpfuhl,Neuk,einfach,1,0,1,1,0
Am Falkenberg,TrKö,mittel,18,18,18,18,18
Am Falkenberg,TrKö,mittel *,95,95,95,95,95
Am Falkenberg,TrKö,mittel*,25,25,25,25,25
Am Falkenberg Wasserwerk,TrKö,mittel *,1,0,1,1,1
Am Falkplatz,Pank,gut,1,0,1,1,1
Am Faulen See,Lich,mittel,228,228,228,228,228
Am Faulen See,Lich,mittel *,4,4,4,4,4
Am Feldberg,MaHe,einfach,19,19,19,19,19
Am Feldberg,MaHe,einfach *,9,9,9,9,9
Am Feldberg,MaHe,mittel,3,3,3,3,3
Am Feldberg,MaHe,mittel *,5,5,5,5,5
Am Fenn,StZe,mittel,22,22,22,22,22
Am Fenn,StZe,mittel *,2,2,2,2,2
Am Festungsgraben,Mitt,gut,1,0,1,1,1
Am Feuchten Winkel,Pank,einfach *,1,0,1,1,1
Am Fichtenberg,StZe,gut,21,21,21,21,21
Am Fichtenberg,StZe,gut *,1,1,1,1,1
Am Filmlager,TrKö,mittel,1,0,1,1,1
Am Finkenherd,Span,einfach,1,0,1,1,1
Am Fischtal,StZe,gut,1,0,1,1,1
Am Fliederbusch,ChWi,gut,36,36,36,36,36
Am Fliederbusch,ChWi,gut *,9,9,9,9,9
Am Fließ,Pank,mittel,1,0,1,1,1
Am Flugplatz Gatow,Span,mittel,1,0,1,1,1
Am Flutgraben,FrKr,einfach *,1,1,1,1,1
Am Flutgraben,TrKö,einfach,2,2,2,2,2
Am Forstacker,Span,mittel,1,0,1,1,1
Am Fort,Span,einfach,1,0,1,1,1
Am Freibad,Rein,mittel,1,0,1,1,1
Am Friedrichshain,Pank,gut,5,5,5,5,5
Am Friedrichshain,Pank,gut *,18,18,18,18,18
Am Friedrichshain,Pank,mittel *,12,12,12,12,12
Am Fuchsbau,Rein,mittel,1,0,1,1,1
Am Fuchspaß,StZe,gut,1,0,1,1,1
Am Fölzberg,Rein,mittel,1,0,1,1,1
Am Gartenstadtweg,TrKö,mittel,1,0,1,1,1
Am Gehrensee,Lich,einfach,1,0,1,1,1
Am Gemeindepark,StZe,mittel,10,10,10,10,10
Am Gemeindepark,StZe,mittel *,16,16,16,16,16
Am Generalshof,TrKö,gut,1,1,1,1,1
Am Generalshof,TrKö,gut *,11,11,11,11,11
Am Generalshof,TrKö,mittel *,5,5,5,5,5
Am Genossenschaftsring,Lich,einfach,1,0,1,1,1
Am Gewerbepark,MaHe,mittel,1,1,1,1,1
Am Gewerbepark,MaHe,mittel *,1,1,1,1,1
Am Glinigk,TrKö,einfach,1,0,1,1,1
Am Goldmannpark,TrKö,gut,76,76,76,76,76
Am Goldmannpark,TrKö,gut *,74,74,74,74,74
Am Graben,Lich,mittel,1,0,1,1,1
Am Graben,Pank,mittel,1,0,1,1,1
Am Groen,MaHe,mittel,1,0,1,1,1
Am Großen Rohrpfuhl,Neuk,mittel,1,0,1,1,0
Am Großen Wannsee,StZe,gut,152,152,152,152,152
Am Großen Wannsee,StZe,gut *,2,2,2,2,2
Am Grünen Anger,TrKö,mittel,87,87,87,87,87
Am Grünen Anger,TrKö,mittel *,1,1,1,1,1
Am Grünen Hof,Rein,gut,1,0,1,1,1
Am Grünen Zipfel,Rein,gut,1,0,1,1,1
Am Grüngürtel,Rein,mittel,1,0,1,1,1
Am Gutshof,Lich,mittel,1,0,1,1,1
Am Gutspark,Lich,mittel,1,0,1,1,1
Am Güterbahnhof Halensee,ChWi,gut *,29,29,29,29,29
Am Hain,ChWi,mittel,1,0,1,1,1
Am Haselbusch,TrKö,mittel,1,0,1,1,1
Am Haselluch,Span,mittel,1,0,1,1,1
Am Havelgarten,Span,einfach,44,44,44,44,44
Am Havelgarten,Span,einfach *,46,46,46,46,46
Am Havelufer,Span,mittel,1,0,1,1,1
Am Hechtgraben,Lich,einfach,1,0,1,1,1
Am Hegewinkel,StZe,gut,1,0,1,1,1
Am Heideberg,Span,einfach,1,0,1,1,1
Am Heidebusch,ChWi,einfach,4,4,4,4,4
Am Heidebusch,ChWi,einfach *,20,20,20,20,20
Am Heidehof,StZe,gut,1,0,1,1,1
Am Heidesaum,StZe,gut,1,0,1,1,1
Am Heimenstein,Pank,mittel,1,0,1,1,1
Am Heimhort,Span,einfach,1,0,1,1,1
Am Hellespont,TSch,einfach,1,0,1,1,1
Am Herzbergteich,Lich,einfach,44,44,44,44,44
Am Herzbergteich,Lich,einfach *,3,3,3,3,3
Am Hirschsprung,StZe,gut,1,0,1,1,1
Am Hirschwechsel,Rein,mittel,1,0,1,1,1
Am Hohen Feld,Pank,mittel,1,0,1,1,1
Am Horstenstein,TSch,mittel,1,0,1,1,1
Am Hügel,Rein,mittel,57,57,57,57,57
Am Hügel,Rein,mittel *,2,2,2,2,2
Am Hüllepfuhl,Span,einfach,132,132,132,132,132
Am Hüllepfuhl,Span,einfach *,2,2,2,2,2
Am Iderfenngraben,Pank,mittel,182,182,182,182,182
Am Iderfenngraben,Pank,mittel *,8,8,8,8,8
Am Igelgrund,Pank,einfach,7,7,7,7,7
Am Igelgrund,Pank,einfach *,2,2,2,2,2
Am Irissee,Neuk,einfach,1,0,1,1,0
Am Jartz,Rein,mittel,1,0,1,1,1
Am Juliusturm,Span,einfach,11,11,11,11,11
Am Juliusturm,Span,einfach *,142,142,142,142,142
Am Kahlschlag,Rein,gut,1,0,1,1,1
Am Kanal,TrKö,mittel,11,11,11,11,11
Am Kanal,TrKö,mittel *,21,21,21,21,21
Am Kaniswall,TrKö,mittel,1,0,1,1,1
Am Karlsbad,Mitt,mittel,7,7,7,7,7
Am Karlsbad,Mitt,mittel *,23,23,23,23,23
Am Karpfenpfuhl,StZe,gut,1,0,1,1,1
Am Kesselpfuhl,Rein,mittel,1,0,1,1,1
Am Kiebitzpfuhl,Pank,mittel *,1,0,1,1,1
Am Kiefernhang,Span,gut,1,0,1,1,1
Am Kienpfuhl,Neuk,einfach,1,0,1,1,0
Am Kiesberg,TrKö,einfach,129,129,129,129,129
Am Kiesberg,TrKö,einfach *,7,7,7,7,7
Am Kiesteich,Span,mittel,16,16,16,16,16
Am Kiesteich,Span,mittel *,68,68,68,68,68
Am Kietzer Feld,TrKö,mittel,44,44,44,44,44
Am Kietzer Feld,TrKö,mittel *,1,1,1,1,1
Am Kinderdorf,Span,mittel,1,0,1,1,1
Am Kirchendreieck,MaHe,mittel,1,0,1,1,1
Am Kirchenland,Span,einfach,1,0,1,1,1
Am Kirschgarten,Pank,mittel,1,0,1,1,1
Am Kladower Wäldchen,Span,mittel,1,0,1,1,1
Am Klarpfuhl,Neuk,einfach,1,0,1,1,0
Am Klauswerder,Rein,mittel,1,0,1,1,1
Am Kleinen Platz,Span,einfach,1,0,1,1,1
Am Kleinen Wannsee,StZe,gut,39,39,39,39,39
Am Kleinen Wannsee,StZe,gut *,2,2,2,2,2
Am Kletterplatz,Lich,einfach,1,0,1,1,1
Am Klötzgraben,Rein,mittel,1,0,1,1,1
Am Koeltzepark,Span,einfach,1,0,1,1,1
Am Konsulat,Pank,gut,1,0,1,1,1
Am Kornfeld,MaHe,mittel,152,152,152,152,152
Am Kornfeld,MaHe,mittel *,12,12,12,12,12
Am Kringel,Rein,gut,1,0,1,1,1
Am Krug,Span,einfach,1,0,1,1,1
Am Krummen Weg,Span,einfach,1,0,1,1,1
Am Krusenick,TrKö,mittel,47,47,47,47,47
Am Krusenick,TrKö,mittel *,1,1,1,1,1
Am Krähenberg,Rein,mittel,1,0,1,1,1
Am Krögel,Mitt,mittel,1,0,1,1,1
Am Kupfergraben,Mitt,gut,1,1,1,1,1
Am Kupfergraben,Mitt,gut *,6,6,6,6,6
Am Kurzen Weg,Span,einfach,38,38,38,38,38
Am Kurzen Weg,Span,einfach *,4,4,4,4,4
Am Köllnischen Park,Mitt,gut,3,3,3,3,3
Am Köllnischen Park,Mitt,mittel,4,4,4,4,4
Am Köllnischen Park,Mitt,mittel *,1,1,1,1,1
Am Küstergarten,TrKö,einfach,1,0,1,1,1
Am Landschaftspark Gatow,Span,mittel,1,0,1,1,1
Am Langen Weg,Span,einfach,1,0,1,1,1
Am Lappjagen,StZe,gut,1,0,1,1,1
Am Laubwald,Span,einfach,1,0,1,1,1
Am Lehnshof,Rein,mittel,42,42,42,42,42
Am Lehnshof,Rein,mittel *,4,4,4,4,4
Am Leitbruch,Rein,mittel,1,0,1,1,1
Am Lindenplatz,Lich,mittel,1,0,1,1,1
Am Lindenweg,Lich,einfach,1,0,1,1,1
Am Lokdepot,TSch,mittel,6,6,6,6,6
Am Lokdepot,TSch,mittel *,11,11,11,11,11
Am Lupinenfeld,MaHe,einfach,12,12,12,12,12
Am Lupinenfeld,MaHe,mittel,148,148,148,148,148
Am Lupinenfeld,MaHe,mittel *,1,1,1,1,1
Am Löwentor,StZe,gut,1,0,1,1,1
Am Lübarser Feld,Rein,mittel,8,8,8,8,8
Am Lübarser Feld,Rein,mittel *,1,1,1,1,1
Am Maria-Jankowski-Park,TrKö,gut *,1,0,1,1,1
Am Marienhain,TrKö,mittel,1,0,1,1,1
Am Maselakepark,Span,mittel,1,0,1,1,1
Am Meisenwinkel,Pank,einfach,1,1,1,1,1
Am Meisenwinkel,Pank,einfach *,1,1,1,1,1
Am Mickelbruch,Neuk,einfach,1,0,1,1,0
Am Moosbruch,MaHe,einfach,1,0,1,1,1
Am Märchenbrunnen,Pank,gut,1,0,1,1,1
Am Müggelberg,TrKö,mittel,1,0,1,1,1
Am Mühlenberg,TSch,gut,1,0,1,1,1
Am Niederfeld,MaHe,einfach,7,7,7,7,7
Am Niederfeld,MaHe,einfach *,70,70,70,70,70
Am Nordbahnhof,Mitt,mittel *,1,0,1,1,1
Am Nordgraben,Rein,einfach,1,1,1,1,1
Am Nordgraben,Rein,einfach *,1,1,1,1,1
Am Nordgraben,Rein,mittel,6,6,6,6,6
Am Nordgraben,Rein,mittel *,9,9,9,9,9
Am Nußbaum,Mitt,gut,9,9,9,9,9
Am Nußbaum,Mitt,gut *,1,1,1,1,1
Am Oberhafen,Neuk,einfach,1,1,1,1,0
Am Oberhafen,Neuk,einfach *,1,1,1,1,0
Am Oberhafen,Span,einfach,40,40,40,40,40
Am Oberhafen,Span,einfach *,1,1,1,1,1
Am Oder-Spree-Kanal,TrKö,einfach,1,0,1,1,1
Am Omnibushof,Span,einfach,1,0,1,1,1
Am Orangeriepark,Pank,gut,1,0,1,1,1
Am Ortsrand,Span,mittel,12,12,12,12,12
Am Ortsrand,Span,mittel *,1,1,1,1,1
Am Osrücken,Rein,mittel,64,64,64,64,64
Am Osrücken,Rein,mittel *,5,5,5,5,5
Am Ostbahnhof,FrKr,mittel *,1,0,1,1,1
Am Pankepark,Mitt,mittel,1,0,1,1,1
Am Park,Mitt,gut,1,0,1,1,1
Am Petersberg,StZe,gut,1,0,1,1,1
Am Pfarracker,StZe,mittel,49,49,49,49,49
Am Pfarracker,StZe,mittel *,2,2,2,2,2
Am Pfuhl,StZe,mittel,1,0,1,1,1
Am Pichelssee,Span,mittel,1,0,1,1,1
Am Pilz,Rein,gut,1,0,1,1,1
Am Plumpengraben,TrKö,einfach,1,0,1,1,1
Am Plänterwald,TrKö,mittel,1,0,1,1,1
Am Poloplatz,Rein,mittel,1,0,1,1,1
Am Posseberg,Pank,einfach,8,8,8,8,8
Am Posseberg,Pank,einfach *,19,19,19,19,19
Am Postbahnhof,FrKr,einfach,8,8,8,8,8
Am Postbahnhof,FrKr,einfach *,5,5,5,5,5
Am Postfenn,ChWi,gut,1,0,1,1,1
Am Priesteracker,Rein,mittel,1,0,1,1,1
Am Priesterberg,Rein,gut,1,0,1,1,1
Am Pumpwerk,TrKö,mittel *,1,0,1,1,1
Am Querschlag,Rein,gut,1,0,1,1,1
Am Rain,Span,einfach,1,0,1,1,1
Am Rathaus,TSch,gut,10,10,10,10,10
Am Rathaus,TSch,gut *,1,1,1,1,1
Am Rathauspark,Rein,mittel,1,0,1,1,1
Am Rehwechsel,StZe,mittel,32,32,32,32,32
Am Rehwechsel,StZe,mittel *,1,1,1,1,1
Am Rheinischen Viertel,Lich,mittel,1,0,1,1,1
Am Ried,Rein,gut,54,54,54,54,54
Am Ried,Rein,mittel,3,3,3,3,3
Am Ritterholz,Span,mittel,1,0,1,1,1
Am Rodelberg,Rein,mittel,53,53,53,53,53
Am Rodelberg,Rein,mittel *,1,1,1,1,1
Am Rohrbusch,Rein,mittel,1,0,1,1,1
Am Rohrgarten,StZe,gut,123,123,123,123,123
Am Rohrgarten,StZe,mittel,28,28,28,28,28
Am Rollberg,Pank,einfach,43,43,43,43,43
Am Rollberg,Pank,einfach *,9,9,9,9,9
Am Rosenanger,Rein,gut,1,0,1,1,1
Am Rosenhag,MaHe,einfach,34,34,34,34,34
Am Rosenhag,MaHe,einfach *,1,1,1,1,1
Am Rosenhag,MaHe,mittel,8,8,8,8,8
Am Rosenhag,MaHe,mittel *,1,1,1,1,1
Am Rosensteg,Rein,mittel,1,0,1,1,1
Am Roten Stein,Span,gut,1,0,1,1,1
Am Ruderverein,TrKö,mittel,1,0,1,1,1
Am Rudolfplatz,FrKr,mittel,5,5,5,5,5
Am Rudolfplatz,FrKr,mittel *,1,1,1,1,1
Am Rudower Waldrand,Neuk,einfach,23,23,23,23,0
Am Rudower Waldrand,Neuk,einfach *,1,1,1,1,0
Am Rundling,TrKö,mittel,1,0,1,1,1
Am Rupenhorn,ChWi,gut,24,24,24,24,24
Am Rupenhorn,ChWi,gut *,1,1,1,1,1
Am Römersgrün,Neuk,einfach,51,51,51,51,0
Am Römersgrün,Neuk,einfach *,1,1,1,1,0
Am Rötepfuhl,Neuk,einfach,1,0,1,1,0
Am Sandberg,Lich,mittel,1,0,1,1,1
Am Sandhaus,Pank,mittel,62,62,62,62,62
Am Sandhaus,Pank,mittel *,1,1,1,1,1
Am Sandwerder,StZe,gut,81,81,81,81,81
Am Sandwerder,StZe,gut *,16,16,16,16,16
Am Schilf,Lich,einfach,1,0,1,1,1
Am Schillertheater,ChWi,gut *,1,0,1,1,1
Am Schlachtensee,StZe,gut,18,18,18,18,18
Am Schlachtensee,StZe,gut *,88,88,88,88,88
Am Schlangengraben,Span,einfach,28,28,28,28,28
Am Schlangengraben,Span,einfach *,2,2,2,2,2
Am Schlehdorn,MaHe,einfach,1,0,1,1,1
Am Schloßberg,TrKö,mittel,1,0,1,1,1
Am Schloßhof,MaHe,mittel *,1,0,1,1,1
Am Schloßpark,Pank,gut,32,32,32,32,32
Am Schmeding,MaHe,einfach,115,115,115,115,115
Am Schmeding,MaHe,einfach *,2,2,2,2,2
Am Schmeding,MaHe,mittel,15,15,15,15,15
Am Schonungsberg,TrKö,einfach,92,92,92,92,92
Am Schonungsberg,TrKö,einfach *,2,2,2,2,2
Am Schweizer Garten,Pank,gut,152,152,152,152,152
Am Schweizer Garten,Pank,gut *,4,4,4,4,4
Am Schweizerhof,StZe,gut,1,0,1,1,1
Am Schwemmhorn,Span,mittel,1,0,1,1,1
Am Schäfersee,Rein,einfach,58,58,58,58,58
Am Schäfersee,Rein,einfach *,4,4,4,4,4
Am Schülerheim,StZe,gut,29,29,29,29,29
Am Schülerheim,StZe,gut *,2,2,2,2,2
Am Seddinsee,TrKö,einfach,78,78,78,78,78
Am Seddinsee,TrKö,einfach *,2,2,2,2,2
Am Seeschloß,Rein,mittel,1,0,1,1,1
Am Sonnenhügel,Span,einfach,30,30,30,30,30
Am Sonnenhügel,Span,einfach *,20,20,20,20,20
Am Spandauer Wasserturm,Span,einfach *,1,0,1,1,1
Am Speicher,FrKr,gut,1,0,1,1,1
Am Spielplatz,TrKö,mittel,1,0,1,1,1
Am Spreebord,ChWi,einfach,1,0,1,1,1
Am Springebruch,Rein,mittel,1,0,1,1,1
Am Stadtforst,TrKö,mittel,1,0,1,1,1
Am Stadtpark,Lich,einfach,5,5,5,5,5
Am Stadtpark,Lich,mittel,4,4,4,4,4
Am Stadtpark,StZe,gut,1,0,1,1,1
Am Stand,Rein,einfach,1,0,1,1,1
Am Steilhang,TrKö,mittel,1,0,1,1,1
Am Steinberg,Pank,einfach,17,17,17,17,17
Am Steinberg,Pank,mittel,237,237,237,237,237
Am Steinberg,Pank,mittel *,21,21,21,21,21
Am Steinbergpark,Rein,mittel,194,194,194,194,194
Am Steinbergpark,Rein,mittel *,1,1,1,1,1
Am Stichkanal,StZe,einfach,64,64,64,64,64
Am Stichkanal,StZe,mittel,20,20,20,20,20
Am Stieggarten,TrKö,einfach,1,0,1,1,1
Am Straßenbahnhof,Neuk,einfach,58,58,58,58,0
Am Straßenbahnhof,Neuk,einfach *,15,15,15,15,0
Am Studio,TrKö,einfach,26,26,26,26,26
Am Studio,TrKö,einfach *,1,1,1,1,1
Am Sudhaus,Neuk,einfach,1,0,1,1,0
Am Südfeld,Rein,mittel,1,0,1,1,1
Am Südpark,Span,einfach,24,24,24,24,24
Am Tegeler Hafen,Rein,gut,74,74,74,74,74
Am Tegeler Hafen,Rein,gut *,1,1,1,1,1
Am Tegelgrund,Rein,einfach *,1,1,1,1,1
Am Tempelgraben,Pank,mittel,1,0,1,1,1
Am Teufelsbruch,Span,mittel,1,0,1,1,1
Am Theodorpark,MaHe,mittel,1,0,1,1,1
Am Tierpark,Lich,mittel,19,19,19,19,19
Am Tierpark,Lich,mittel *,221,221,221,221,221
Am Treptower Park,TrKö,einfach *,23,23,23,23,23
Am Treptower Park,TrKö,mittel,3,3,3,3,3
Am Treptower Park,TrKö,mittel *,54,54,54,54,54
Am Triftpark,Rein,mittel,1,0,1,1,1
Am Unterholz,Rein,mittel,1,0,1,1,1
Am Viehhof,Pank,mittel,1,0,1,1,1
Am Vierling,StZe,gut,27,27,27,27,27
Am Vierling,StZe,gut *,1,1,1,1,1
Am Vierrutenberg,Rein,mittel,186,186,186,186,186
Am Vierrutenberg,Rein,mittel *,2,2,2,2,2
Am Vierstückenpfuhl,StZe,gut,1,0,1,1,1
Am Vogelherd,ChWi,gut,1,0,1,1,1
Am Volkspark,ChWi,gut,146,146,146,146,146
Am Volkspark,ChWi,gut *,1,1,1,1,1
Am Vorwerk,Pank,einfach,5,5,5,5,5
Am Vorwerk,Pank,einfach *,6,6,6,6,6
Am Waidmannseck,Rein,einfach,44,44,44,44,44
Am Waidmannseck,Rein,einfach *,14,14,14,14,14
Am Waldberg,MaHe,mittel,122,122,122,122,122
Am Waldberg,MaHe,mittel *,1,1,1,1,1
Am Walde,Lich,mittel,1,0,1,1,1
Am Waldfriedhof,StZe,gut,12,12,12,12,12
Am Waldfriedhof,StZe,gut *,1,1,1,1,1
Am Waldhaus,StZe,gut,86,86,86,86,86
Am Waldhaus,StZe,gut *,1,1,1,1,1
Am Waldkiefernweg,Span,mittel,1,0,1,1,1
Am Waldpark,Rein,gut,1,0,1,1,1
Am Waldrand,StZe,gut,1,0,1,1,1
Am Wall,Span,einfach,1,1,1,1,1
Am Wall,Span,einfach *,2,2,2,2,2
Am Wartenberger Luch,Lich,einfach,64,64,64,64,64
Am Wartenberger Luch,Lich,einfach *,1,1,1,1,1
Am Wasserbogen,Span,einfach,15,15,15,15,15
Am Wasserbogen,Span,mittel,7,7,7,7,7
Am Wasserturm,Pank,mittel,104,104,104,104,104
Am Wasserturm,Pank,mittel *,2,2,2,2,2
Am Wasserwerk,Lich,einfach,1,0,1,1,1
Am Wechsel,Rein,mittel,1,0,1,1,1
Am Weidenbruch,MaHe,mittel,1,0,1,1,1
Am Weidendamm,Mitt,gut,1,0,1,1,1
Am Weihenhorst,Lich,mittel,1,0,1,1,1
Am Weingarten,Pank,einfach,5,5,5,5,5
Am Weingarten,Pank,einfach *,2,2,2,2,2
Am Weinhang,FrKr,mittel,1,0,1,1,1
Am Weißen Steg,StZe,mittel,1,0,1,1,1
Am Werksgarten,TrKö,mittel,1,0,1,1,1
Am Wieselbau,StZe,gut,1,0,1,1,1
Am Wiesenende,Rein,mittel,1,0,1,1,1
Am Wiesengraben,TrKö,mittel,1,0,1,1,1
Am Wiesengrund,Pank,mittel,33,33,33,33,33
Am Wiesengrund,Pank,mittel *,1,1,1,1,1
Am Wiesenhang,MaHe,mittel,1,0,1,1,1
Am Wiesenhaus,Span,mittel,1,0,1,1,1
Am Wiesenrain,TrKö,mittel,2,2,2,2,2
Am Wiesenrain,TrKö,mittel *,81,81,81,81,81
Am Wildbusch,TrKö,mittel,1,0,1,1,1
Am Wildgatter,StZe,gut,1,0,1,1,1
Am Winkel,TrKö,mittel,1,0,1,1,1
Am Wuhlebogen,MaHe,einfach,83,83,83,83,83
Am Wuhlebogen,MaHe,einfach *,12,12,12,12,12
Am Wuhlesee,MaHe,einfach,1,0,1,1,1
Am Wäldchen,Span,einfach,1,0,1,1,1
Am Zeppelinpark,Span,einfach,1,0,1,1,1
Am Zeughaus,Mitt,gut,2,2,2,2,2
Am Zeughaus,Mitt,gut *,1,1,1,1,1
Am Zirkus,Mitt,gut,19,19,19,19,19
Am Zirkus,Mitt,gut *,1,1,1,1,1
Am Zwiebusch,TrKö,einfach,1,0,1,1,1
Am alten Gaswerk,Span,einfach,1,1,1,1,1
Am alten Gaswerk,Span,einfach *,4,4,4,4,4
Am kleinen Anger,StZe,gut,1,0,1,1,1
AmAdlergestell,TrKö,mittel*,3,3,3,3,3
AmBachrain,MaHe,mittel,1,0,1,1,1
AmBahndamm,TrKö,mittel*,1,0,1,1,1
AmBahnhof Grunewald,ChWi,gut,1,1,1,1,1
AmBahnhof Grunewald,ChWi,gut*,10,10,10,10,10
AmBahnhof Spandau,Span,einfach*,1,0,1,1,1
AmBahnhofWestend,ChWi,mittel,4,4,4,4,4
AmBahnhofWestend,ChWi,mittel*,11,11,11,11,11
AmBahnhofWuhlheide,TrKö,mittel*,1,0,1,1,1
AmBaltenring,MaHe,mittel,1,0,1,1,1
AmBarnim,MaHe,einfach,40,40,40,40,40
AmBarnim,MaHe,einfach*,2,2,2,2,2
AmBauernwäldchen,TrKö,einfach,1,0,1,1,1
AmBauersee,TrKö,einfach,1,0,1,1,1
AmBeelitzhof,StZe,gut,5,5,5,5,5
AmBeelitzhof,StZe,gut*,4,4,4,4,4
AmBerg,TrKö,mittel,1,0,1,1,1
AmBerghang,Span,mittel,1,0,1,1,1
AmBergpfuhl,Neuk,einfach,1,0,1,1,0
AmBerl,Lich,mittel,1,0,1,1,1
AmBerlinMuseum,FrKr,einfach,26,26,26,26,26
AmBerlinMuseum,FrKr,einfach*,1,1,1,1,1
AmBiberbau,Rein,gut,32,32,32,32,32
AmBiberbau,Rein,gut*,2,2,2,2,2
AmBinsengrund,MaHe,mittel,40,40,40,40,40
AmBinsengrund,MaHe,mittel*,1,1,1,1,1
AmBirkenhügel,StZe,gut,1,0,1,1,1
AmBirkenknick,StZe,mittel,1,0,1,1,1
AmBirkenrevier,Lich,mittel,1,0,1,1,1
AmBirkenwerder,MaHe,einfach,98,98,98,98,98
AmBirkenwerder,MaHe,einfach*,8,8,8,8,8
AmBogen,Span,einfach,11,11,11,11,11
AmBogen,Span,einfach*,1,1,1,1,1
AmBogen,Span,mittel,40,40,40,40,40
AmBootshaus,Span,einfach,20,20,20,20,20
AmBootshaus,Span,einfach*,16,16,16,16,16
AmBootshaus,Span,mittel*,1,1,1,1,1
AmBorsigturm,Rein,gut,5,5,5,5,5
AmBorsigturm,Rein,mittel,166,166,166,166,166
AmBorsigturm,Rein,mittel*,7,7,7,7,7
AmBrandpfuhl,Neuk,einfach,1,0,1,1,0
AmBreiten Luch,Lich,mittel,83,83,83,83,83
AmBreiten Luch,Lich,mittel*,3,3,3,3,3
AmBremsenwerk,Lich,einfach,1,0,1,1,1
AmBrendegraben,Pank,einfach*,1,0,1,1,1
AmBritzer Garten,Neuk,einfach,1,0,1,1,0
AmBrodersengarten,MaHe,mittel,82,82,82,82,82
AmBrodersengarten,MaHe,mittel*,1,1,1,1,1
AmBruchland,TrKö,einfach,1,0,1,1,1
AmBrunnen,Rein,mittel,1,0,1,1,1
AmBuchenberg,Rein,mittel,1,0,1,1,1
AmBuckersberg,TrKö,mittel,8,8,8,8,8
AmBuckersberg,TrKö,mittel*,6,6,6,6,6
AmBuddeplatz,Rein,mittel,1,0,1,1,1
AmBuschfeld,Neuk,einfach,1,0,1,1,0
AmBäkequell,StZe,mittel,9,9,9,9,9
AmBäkequell,StZe,mittel*,5,5,5,5,5
AmBärensprung,Rein,mittel,84,84,84,84,84
AmBärensprung,Rein,mittel*,2,2,2,2,2
AmBöttcherberg,StZe,gut,1,0,1,1,1
AmBürgerpark,Pank,gut,1,1,1,1,1
AmBürgerpark,Pank,mittel*,3,3,3,3,3
AmBürgerpark,Rein,mittel,4,4,4,4,4
AmBürgerpark,Rein,mittel*,10,10,10,10,10
AmCleantech Business Park,MaHe,einfach*,1,0,1,1,1
AmEichenhain,Rein,gut,1,0,1,1,1
AmEichenquast,Neuk,einfach,1,0,1,1,0
AmEichgarten,StZe,mittel*,2,2,2,2,2
AmElsebrocken,Pank,mittel,1,0,1,1,1
AmErnst-Grube-Park,TrKö,mittel*,1,0,1,1,1
AmEulenhorst,Rein,mittel,1,0,1,1,1
AmGemeindepark,StZe,mittel,39,39,39,39,39
AmHamburger Bahnhof,Mitt,mittel,1,0,1,1,1
AmHanffgraben,Neuk,mittel,4,4,4,4,0
AmHanffgraben,Neuk,mittel*,4,4,4,4,0
AmMühlenfließ,TrKö,mittel,1,0,1,1,1
AmPfingstberg,Rein,gut,56,56,56,56,56
AmPfingstberg,Rein,gut*,2,2,2,2,2
AmPfingstberg,Rein,mittel,10,10,10,10,10
AmPfingstberg,Rein,mittel*,1,1,1,1,1
AmRudowerWaldrand,Neuk,einfach,25,25,25,25,0
AmSchlachtensee,StZe,gut*,15,15,15,15,15
AmSonnenhügel,Span,einfach*,1,1,1,1,1
AmStener Berg,Pank,einfach,58,58,58,58,58
AmStener Berg,Pank,einfach*,2,2,2,2,2
AmStraßenbahnhof,Neuk,einfach,1,1,1,1,0
AmTegelgrund,Rein,einfach,25,25,25,25,25
AmTempelhofer Berg,FrKr,mittel,1,0,1,1,1
AmWaidmannseck,Rein,einfach*,5,5,5,5,5
AmWaldidyll,Rein,mittel,1,0,1,1,1
AmWiesengrund,Pank,mittel,15,15,15,15,15
AmWiesengrund,Pank,mittel*,1,1,1,1,1
AmWriezener Bahnhof,FrKr,einfach,1,1,1,1,1
AmWriezener Bahnhof,FrKr,mittel,1,1,1,1,1
Amalienhofstraße,Span,einfach,1,0,1,1,1
Amalienpark,Pank,mittel,1,0,1,1,1
Amalienstraße,Pank,gut,17,17,17,17,17
Amalienstraße,Pank,mittel,8,8,8,8,8
Amalienstraße,StZe,mittel,16,16,16,16,16
Amalienstraße,StZe,mittel *,2,2,2,2,2
Amandastraße,Rein,gut,12,12,12,12,12
Amandastraße,Rein,mittel,6,6,6,6,6
Amanlisweg,MaHe,einfach,72,72,72,72,72
