,Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Etage,Wohnfläche ca.,Zimmer,Schlafzimmer,Badezimmer,Personenaufzug,Einbauküche,Baujahr,Modernisierung/ Sanierung,Objektzustand,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Energieverbrauchskennwert,Anbieter,Adresse,Straße,PLZ,Kiez,Hausnummer,Ortsteil,Kaltmiete pro m²
49,*Schöne Maisonette im Grünen*,https://www.immobilienscout24.de/expose/114178861,3101.55,454.89,182.57,3739.01,3 Momatsmieten,2 von 3,206.77,3,2.0,2.0,,True,1991.0,,Gepflegt,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,Thelen Immobilien Management GmbH Alfredstr. 150 45131 Essen,"Koenigsallee 19a, 14193 Berlin, Grunewald (Wilmersdorf)",Koenigsallee,14193 Berlin,Grunewald (Wilmersdorf),19,Grunewald,15.0
50,Willkommen im Haus Ottilie-von-Hansemann - Charlottenburg l Großzügige 4-Zimmer Wohnung,https://www.immobilienscout24.de/expose/114923777,2880.0,250.0,250.0,3380.0,8640,5,180.0,4,1.0,,True,True,1915.0,,Neuwertig,,Fernwärme,liegt vor,Bedarfsausweis,,Inseriert auf ohne-makler.net,"Otto-Suhr-Alle 18, 10585 Berlin, Charlottenburg (Charlottenburg)",Otto-Suhr-Alle,10585 Berlin,Charlottenburg (Charlottenburg),18,Charlottenburg,16.0
51,*großzügiges DG Loft mit Terrasse nahe Hackescher Markt*,https://www.immobilienscout24.de/expose/115219703,2000.0,270.0,125.0,2395.0,6000,5 von 5,138.0,1,,1.0,True,True,1918.0,2019.0,Erstbezug nach Sanierung,,Gas,,Verbrauchsausweis,,core ImmobilienManagement GmbH Markgrafenstr. 22 10117 Berlin,"Alte Schönhauser Straße 38, 10119 Berlin, Mitte (Mitte)",Alte Schönhauser Straße,10119 Berlin,Mitte (Mitte),38,Mitte,14.492753623188406
52,lebensräume als kunstwerk : aussergewöhnliche maisonette-whg mit garten,https://www.immobilienscout24.de/expose/115436676,4950.0,580.0,,5530.0,14850.00,,201.0,4,2.0,2.0,,True,2016.0,,Neuwertig,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,,reco Immobilienbüro petra hubertus Schumannstrasse 1 berta 10117 Berlin,"10179 Berlin, Mitte (Mitte) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10179 Berlin,Mitte (Mitte),,Mitte,24.62686567164179
53,*Moderner Neubau am Gutspark*Schwellenlose Terrassenwohnung*,https://www.immobilienscout24.de/expose/115579201,1495.0,155.0,130.0,1780.0,4485,0 von 2,123.0,4,,1.0,,True,2014.0,,Neuwertig,,Gas,,Bedarfsausweis,,core ImmobilienManagement GmbH Markgrafenstr. 22 10117 Berlin,"Am Gutspark 4, 10365 Berlin, Lichtenberg (Lichtenberg)",Am Gutspark,10365 Berlin,Lichtenberg (Lichtenberg),4,Lichtenberg,12.154471544715447
54,Westend: exklusives Wohnen im Wasserturm mit Rundum-Blick über Berlin,https://www.immobilienscout24.de/expose/115420017,2800.0,450.0,300.0,3550.0,8400,4 von 7,210.0,4,3.0,2.0,True,True,1881.0,,Neuwertig,,Fernwärme,laut Gesetz nicht erforderlich,,,Inseriert auf ohne-makler.net,"Akazienalle 35-39, 14050 Berlin, Charlottenburg (Charlottenburg)",Akazienalle,14050 Berlin,Charlottenburg (Charlottenburg),35,Charlottenburg,13.333333333333334
55,3 Zimmer-Wohnung in unmittelbarer City-Nähe!,https://www.immobilienscout24.de/expose/115452012,1598.0,138.0,0.0,1807.0,4794.00,0 von 3,110.0,3,2.0,1.0,,,2013.0,,Neuwertig,Zentralheizung,KWK fossil,liegt vor,Bedarfsausweis,,Bayerische Versorgungskammer Mieterservice Arabellastr. 31 81925 München,"Liesenstr. 5b, 10115 Berlin, Mitte (Mitte)",Liesenstr.,10115 Berlin,Mitte (Mitte),5,Mitte,14.527272727272727
56,"Exklusive 5 Zimmer Maisonette-Wohnung mit gehobener Ausstattung, EBK, 2 Außenstellplätze",https://www.immobilienscout24.de/expose/115420878,2450.0,580.0,0.0,3030.0,3 NKM,1 von 2,193.5,5,4.0,2.0,,True,1918.0,2015.0,Neuwertig,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,Brenta Real GmbH & Co. KG Wiltbergstraße 90 13125 Berlin,"Wiltbergstraße 90, 13125 Berlin, Buch (Pankow)",Wiltbergstraße,13125 Berlin,Buch (Pankow),90,Buch,12.661498708010337
57,Willkommen im Haus Cumberland am Ku'damm l exklusiv möblierter 2 Zimmer Wohntraum,https://www.immobilienscout24.de/expose/114922586,2280.0,200.0,180.0,2660.0,7500,4,86.0,2,1.0,,True,True,1903.0,,Neuwertig,,Fernwärme,laut Gesetz nicht erforderlich,,,Inseriert auf ohne-makler.net,"Kurfürstendamm 193, 10719 Berlin, Charlottenburg (Charlottenburg)",Kurfürstendamm,10719 Berlin,Charlottenburg (Charlottenburg),193,Charlottenburg,26.511627906976745
58,Erstbezug! Lichtdurchflutete 2 Zimmer mit Süd/Westbalkon,https://www.immobilienscout24.de/expose/115567943,1154.34,305.97,64.13,1524.44,346302,5,64.13,2,1.0,1.0,True,True,2018.0,,Erstbezug,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,allod Immobilien- und Vermögensverwaltungsges. mbH & Co. KG Culemeyerstraße 2 12277 Berlin,"Lehrter Straße 23D, 10557 Berlin, Tiergarten (Tiergarten)",Lehrter Straße,10557 Berlin,Tiergarten (Tiergarten),23,Tiergarten,18.0
59,"sanierte, großzügige 2 Zi.-Citywohnung am Kurfürstendamm",https://www.immobilienscout24.de/expose/115156984,1061.0,163.96,185.0,1409.96,3 Monatskaltmieten,6 von 4,73.16,2,,1.0,True,True,,,,Zentralheizung,Fernwärme,,,,Du Chesne Immobilien GmbH Martin Luther Str 8 10777 Berlin,"10709 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10709 Berlin,Charlottenburg (Charlottenburg),,Charlottenburg,14.502460360852925
60,Prenzlauer Berg Kiez - 2 Zimmerwohnung mit Balkon - Tageslichtbad - Dielen - ca. 77 m² - 1040 € warm,https://www.immobilienscout24.de/expose/87991677,843.0,197.0,0.0,1040.0,3 x Nettokaltmiete,3,77.22,2,,,,,1901.0,,Modernisiert,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,124.0,Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,"Danzigerstraße 108, 10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Danzigerstraße,10405 Berlin,Prenzlauer Berg (Prenzlauer Berg),108,Prenzlauer Berg,10.916860916860918
61,Elegante 3-Zimmer-Wohnung mit hohem Wohnkomfort,https://www.immobilienscout24.de/expose/115545426,1600.13,177.65,97.75,1875.53,480039,3 von 7,106.25,3,2.0,2.0,True,True,2009.0,,Gepflegt,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,,allod Immobilien- und Vermögensverwaltungsges. mbH & Co. KG Culemeyerstraße 2 12277 Berlin,"Seydelstr. 22, 10117 Berlin, Mitte (Mitte)",Seydelstr.,10117 Berlin,Mitte (Mitte),22,Mitte,15.06004705882353
62,Prenzlauer Berg Kiez - Tolle Singlewohnung - Laminat - Duschbad - ca. 36 m² - 602 € warm,https://www.immobilienscout24.de/expose/93297098,507.0,95.0,0.0,602.0,3 x Nettokaltmiete,0 von 5,36.06,1,,,,,1901.0,2016.0,Modernisiert,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,124.0,Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,"Danziger Str. 108, 10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Danziger Str.,10405 Berlin,Prenzlauer Berg (Prenzlauer Berg),108,Prenzlauer Berg,14.059900166389351
63,Einzug nach Modernisierung!!! Zauberhafte 3-Zimmerwohnung in ruhigen Pankow-Niederschönhausen,https://www.immobilienscout24.de/expose/115308986,1283.0,261.0,0.0,1544.0,Kaution: 2566.00,2,102.63,3,,,,,1900.0,,Modernisiert,,Gas,,Verbrauchsausweis,,Covivio Immobilien GmbH Am Steinberg 6 13086 Berlin,"Friedrich-Engels-Str. 23, 13156 Berlin, Niederschönhausen (Pankow)",Friedrich-Engels-Str.,13156 Berlin,Niederschönhausen (Pankow),23,Niederschönhausen,12.50121796745591
64,"2 große Balkone, denn der nächste Sommer kommt bestimmt - Neubau Erstbezug",https://www.immobilienscout24.de/expose/115124435,2100.0,400.0,0.0,2500.0,3 Nettokaltmieten,4,120.0,4,3.0,2.0,True,True,2019.0,,Erstbezug,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,Claudia Germershausen Concept Immobilien Regensburger Str. 31 10777 Berlin,"Heilbronner Str. 10, 10711 Berlin, Wilmersdorf (Wilmersdorf)",Heilbronner Str.,10711 Berlin,Wilmersdorf (Wilmersdorf),10,Wilmersdorf,17.5
65,Westhafen U-Birkenstraße - Charmante 2 Zimmer - Parkett - EBK - Dusche ca. 56m² - 670 € warm,https://www.immobilienscout24.de/expose/115218748,558.0,112.0,0.0,670.0,3x Nettokaltmiete,,51.06,2,,,,True,1905.0,,Modernisiert,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,76.1,Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,"Emdener Str. 39, 10551 Berlin, Tiergarten (Tiergarten)",Emdener Str.,10551 Berlin,Tiergarten (Tiergarten),39,Tiergarten,10.928319623971797
66,Neuer Preis: Großzügige Dachgeschoss-Maisonette in Ku'Damm-Nähe -Spacious apartment close to Ku'Damm,https://www.immobilienscout24.de/expose/113389306,2995.0,500.0,,3495.0,6000.-,5 von 5,170.0,5,3.0,2.0,,True,1905.0,2016.0,Vollständig renoviert,Etagenheizung,Gas,laut Gesetz nicht erforderlich,,,MesseReal Stephanstr. 61 10559 Berlin,"10629 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10629 Berlin,Charlottenburg (Charlottenburg),,Charlottenburg,17.61764705882353
67,5 Zimmer Dachgeschosswohnung mit Dachterrasse und EBK!,https://www.immobilienscout24.de/expose/115578439,1360.0,300.0,0.0,1660.0,4080.00,2 von 2,143.07,5,4.0,2.0,,True,1977.0,,Modernisiert,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Harry Gerlach Wohnungsunternehmen GmbH Berliner Str. 120 10713 Berlin,"Wünsdorfer Straße 16, 12307 Berlin, Lichtenrade (Tempelhof)",Wünsdorfer Straße,12307 Berlin,Lichtenrade (Tempelhof),16,Lichtenrade,9.505836303907179
68,Großzügige Dachgeschosswohnung mit Terrasse und EBK!,https://www.immobilienscout24.de/expose/115580380,1199.25,287.82,0.0,1487.07,3 Nettokaltmieten,,95.94,4,3.0,1.0,,True,1905.0,2020.0,Gepflegt,Gas-Heizung,Gas,liegt vor,Verbrauchsausweis,,TRENDCITY GmbH Kurfürstendamm 67 10707 Berlin,"12459 Berlin, Oberschöneweide (Köpenick) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12459 Berlin,Oberschöneweide (Köpenick),,Oberschöneweide,12.5
69,für 1 jahr: 3 zi-whg zw. kurfürstendamm u. mommsen VH 2. og u. aufzug,https://www.immobilienscout24.de/expose/115473791,3300.0,670.0,0.0,3970.0,9900.00,2 von 4,200.0,3,2.0,1.0,True,True,1900.0,2014.0,Neuwertig,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,reco Immobilienbüro petra hubertus Schumannstrasse 1 berta 10117 Berlin,"10629 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10629 Berlin,Charlottenburg (Charlottenburg),,Charlottenburg,16.5
70,"PARAGON Apartments - 7 Zimmer mit 2 Terrassen, großer Küche und Gallerie",https://www.immobilienscout24.de/expose/112436566,4099.0,954.11,0.0,5053.11,12297.00,6 von 6,254.43,7,6.0,3.0,True,True,2016.0,,Neuwertig,Zentralheizung,Fernwärme,,Bedarfsausweis,,STRATEGIS AG Torstraße 49 10119 Berlin,"Danziger Straße 73, 10435 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Danziger Straße,10435 Berlin,Prenzlauer Berg (Prenzlauer Berg),73,Prenzlauer Berg,16.110521557992374
71,PARAGON Apartments - 3 Zimmer mit 2 Terrassen und Blick über Berlin,https://www.immobilienscout24.de/expose/114844704,1849.0,370.0,0.0,2219.0,12297.00,6 von 7,99.15,3,2.0,1.0,True,True,2016.0,,Neuwertig,Zentralheizung,Fernwärme,,Bedarfsausweis,,STRATEGIS AG Torstraße 49 10119 Berlin,"Danziger Straße 77, 10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Danziger Straße,10405 Berlin,Prenzlauer Berg (Prenzlauer Berg),77,Prenzlauer Berg,18.648512355017647
72,3 Zimmerwohnungen WG-geeignet-Erstbezug nach Neubau der 5 Etage,https://www.immobilienscout24.de/expose/115391090,1422.0,79.0,39.0,1540.0,4266,5 von 5,79.0,3,1.0,1.0,,,1956.0,,Erstbezug,Fußbodenheizung,Gas,liegt vor,Bedarfsausweis,,immo-for-less Privat vom Eigentümer,"Ruppinerstraße 35-36, 13355 Berlin, Wedding (Wedding)",Ruppinerstraße,13355 Berlin,Wedding (Wedding),35,Wedding,18.0
73,Traummaisonette mit 2 großzügigen Balkonen in Traumlage im P'berg gesucht?,https://www.immobilienscout24.de/expose/115442980,1698.64,319.74,0.0,2018.38,3 Nettokaltmieten,5 von 5,99.92,3,2.0,1.0,,,,,Saniert,Zentralheizung,,,,,Nudelmann & Friends Immobilien GmbH Kurfürstendamm 133 10711 Berlin,"Oderberger Straße 51/ 52, 10435 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Oderberger Straße,10435 Berlin,Prenzlauer Berg (Prenzlauer Berg),51,Prenzlauer Berg,17.0
74,schöne 3-zi-terrassen-whg mit großen fenstern EBK u. aufzug erstbezug,https://www.immobilienscout24.de/expose/114294891,2490.0,322.0,0.0,2812.0,7470.00,2 von 5,100.7,3,2.0,1.0,True,True,2019.0,,Erstbezug,Zentralheizung,Gas,,Verbrauchsausweis,120.8,reco Immobilienbüro petra hubertus Schumannstrasse 1 berta 10117 Berlin,"10435 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10435 Berlin,Prenzlauer Berg (Prenzlauer Berg),,Prenzlauer Berg,24.726911618669313
75,Luxuswohnung im Haus von Ralf Schmitz im Grunewald,https://www.immobilienscout24.de/expose/91496497,2938.0,512.0,0.0,3550.0,3 Kaltmieten,1 von 3,113.0,3,2.0,2.0,True,True,2014.0,,Neuwertig,Fußbodenheizung,Gas,liegt vor,Bedarfsausweis,,Berlin Property Partner Neue Grünstrasse 2 10179 Berlin,"Goldfinkweg 40, 14195 Berlin, Schmargendorf (Wilmersdorf)",Goldfinkweg,14195 Berlin,Schmargendorf (Wilmersdorf),40,Schmargendorf,26.0
76,Schöne Dachgeschoss Wohnung,https://www.immobilienscout24.de/expose/107963469,1544.0,120.0,,1664.0,4632,5 von 5,96.5,3,2.0,1.0,,True,,,Erstbezug,,Gas,,,,Gral Immobilien und Hausverwaltungs GmbH Blankenburger Strasse 23 13089 Berlin - Heinersdorf,"Alt-Moabit 46, 10555 Berlin, Tiergarten (Tiergarten)",Alt-Moabit,10555 Berlin,Tiergarten (Tiergarten),46,Tiergarten,16.0
77,"schöne 2-zi-whg mit 2 terrassen, großen fenstern EBK u. aufzug erstbezug",https://www.immobilienscout24.de/expose/114289429,1998.0,253.0,0.0,2251.0,5994.00,3 von 5,79.05,2,1.0,1.0,True,True,2019.0,,Erstbezug,Zentralheizung,Gas,,Verbrauchsausweis,120.8,reco Immobilienbüro petra hubertus Schumannstrasse 1 berta 10117 Berlin,"10435 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10435 Berlin,Prenzlauer Berg (Prenzlauer Berg),,Prenzlauer Berg,25.275142314990514
78,Lichtenberg! Schicke 2 Zimmerwohnung ca. 63 m² - Balkon - Tageslicht Wannenbad - 799 € warm,https://www.immobilienscout24.de/expose/101477241,646.0,153.0,0.0,799.0,3x Nettokaltmiete,1 von 4,62.81,2,,,,,1910.0,,,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,89.0,Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,"Alt-Friedrichsfelde 122, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Alt-Friedrichsfelde,10315 Berlin,Friedrichsfelde (Lichtenberg),122,Friedrichsfelde,10.284986467123069
79,Traumhafte 4-Zimmer-Wohnung im EG mit Terrasse und Privatgarten,https://www.immobilienscout24.de/expose/114535364,2151.66,267.34,106.93,2525.93,645498,0 von 5,153.69,4,3.0,2.0,True,True,2009.0,,Gepflegt,Zentralheizung,Erdgas schwer,liegt vor,Verbrauchsausweis,,allod Immobilien- und Vermögensverwaltungsges. mbH & Co. KG Culemeyerstraße 2 12277 Berlin,"Galenusstr. 63 B, 13187 Berlin, Pankow (Pankow)",Galenusstr.,13187 Berlin,Pankow (Pankow),63,Pankow,14.0
80,Kudammnähe - Erstbezug nach umfassender Sanierung in der Niebuhrstraße 61 - Aufzug-EBK-Parkett-Stuck,https://www.immobilienscout24.de/expose/113353445,2584.0,214.0,204.0,3002.0,645498,3,163.19,5,3.0,2.0,True,True,1900.0,2019.0,Erstbezug nach Sanierung,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,,CITY-CONCEPT Gesellschaft für Immobilienmanagement mbH Niebuhrstraße 19 c 10629 Berlin,"Niebuhrstraße 61, 10629 Berlin, Charlottenburg (Charlottenburg)",Niebuhrstraße,10629 Berlin,Charlottenburg (Charlottenburg),61,Charlottenburg,15.834303572522826
81,Wunderschöne neuerstellte Wohnung,https://www.immobilienscout24.de/expose/114724263,2090.0,200.0,200.0,2490.0,6270,1 von 5,143.97,4,3.0,2.0,True,True,1900.0,2020.0,Erstbezug nach Sanierung,Gas-Heizung,Gas,liegt vor,Verbrauchsausweis,97.0,Stuck & Füting Immobilienconsult,"Scharnhorststraße 25, 10115 Berlin, Mitte (Mitte)",Scharnhorststraße,10115 Berlin,Mitte (Mitte),25,Mitte,14.5169132458151
82,"Neubau! 2 Zimmer, 2 Dachterrassen - Ein Traum von Wohnung wartet auf Sie!",https://www.immobilienscout24.de/expose/115203770,920.0,215.0,0.0,1135.0,2760.00,4 von 4,71.63,2,1.0,1.0,True,True,2019.0,,,Fußbodenheizung,,liegt vor,Bedarfsausweis,,Müller Merkle Immobilien GmbH Chausseestraße 22 10115 Berlin,"Nantesstraße 78, 13127 Berlin, Französisch Buchholz (Pankow)",Nantesstraße,13127 Berlin,Französisch Buchholz (Pankow),78,Französisch Buchholz,12.843780538880358
83,Modernes Wohnen am Park - 3 Zimmer mit S/W Balkon,https://www.immobilienscout24.de/expose/85029910,1686.6,313.0,0.0,1999.6,5058.00,6 von 7,112.44,3,2.0,2.0,True,True,2015.0,,Neuwertig,Fernwärme,,liegt vor,Bedarfsausweis,,B² Immobilien-Geldanlagen-Versicherungen Eichner Dorfstr. 1a 16356 Ahrensfelde OT Eiche,"Flottwellstr. 44, 10785 Berlin, Tiergarten (Tiergarten)",Flottwellstr.,10785 Berlin,Tiergarten (Tiergarten),44,Tiergarten,15.0
84,Erstbezug ab August 2020: moderne 2-Zimmer-Wohnung in Berlin-Pankow mit Balkon im 1. OG,https://www.immobilienscout24.de/expose/115545018,850.0,180.0,0.0,1030.0,2550,1 von 3,59.57,2,1.0,1.0,,True,2019.0,,,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,Müller Merkle Immobilien GmbH Chausseestraße 22 10115 Berlin,"Nesselweg 17, 13158 Berlin, Rosenthal (Pankow)",Nesselweg,13158 Berlin,Rosenthal (Pankow),17,Rosenthal,14.268927312405573
85,Super 2 Zimmerwohnung,https://www.immobilienscout24.de/expose/115269165,693.63,92.48,85.87,871.98,2080.85,0 von 6,66.06,2,1.0,1.0,True,True,1994.0,,Gepflegt,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,92.0,DIM Holding AG Potsdamer Str. 188 10738 Berlin,"Simon-Bolivar-Str. 18A, 13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)",Simon-Bolivar-Str.,13055 Berlin,Alt-Hohenschönhausen (Hohenschönhausen),18,Alt-Hohenschönhausen,10.5
86,Erstbezug: attraktive 4-Zimmer-Penthouse-Wohnung mit 2 Terrassen in Berlin-Mahlsdorf,https://www.immobilienscout24.de/expose/114822680,1430.0,220.0,0.0,1650.0,3 Netto-Monatsmieten,3 von 3,125.0,4,,1.0,,,2020.0,,Erstbezug,Gas-Heizung,Gas,liegt zur Besichtigung vor,,,,"Pfarrhufenanger 24, 12623 Berlin, Mahlsdorf (Hellersdorf)",Pfarrhufenanger,12623 Berlin,Mahlsdorf (Hellersdorf),24,Mahlsdorf,11.44
87,Neubauwohnung zu vermieten im Herzen von Berlin,https://www.immobilienscout24.de/expose/114100400,1250.0,250.0,,1500.0,300000,2 von 4,60.0,2,1.0,1.0,True,True,2017.0,,Neuwertig,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,immo-for-less Privat vom Eigentümer,"Hallesche Str. 6 a, 10963 Berlin, Kreuzberg (Kreuzberg)",Hallesche Str.,10963 Berlin,Kreuzberg (Kreuzberg),6,Kreuzberg,20.833333333333332
88,Hochwertige Penthouse Wohnung mit zwei sonnigen Terrassen und EBK,https://www.immobilienscout24.de/expose/114622500,1988.08,90.78,181.56,2260.42,5964.24,3 von 3,136.17,4,3.0,2.0,True,True,,,Neuwertig,Blockheizkraftwerke,,liegt zur Besichtigung vor,,,DGIM Deutsche Gesellschaft für Immobilienmanagement mbH Mariendorfer Damm 161a 12107 Berlin,"Glienicker Straße 6, 13467 Berlin, Hermsdorf (Reinickendorf)",Glienicker Straße,13467 Berlin,Hermsdorf (Reinickendorf),6,Hermsdorf,14.59998531247705
89,"Mariendorf, Altbau, 1.OG: Schöne 2-Zimmer-Wohnung!",https://www.immobilienscout24.de/expose/115471482,599.0,96.0,94.0,789.0,1797.00,1,59.76,2,,1.0,,,1914.0,,Gepflegt,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Becker & Kries Immobilien Management GmbH,"Kaiserstraße 143, 12105 Berlin, Mariendorf (Tempelhof)",Kaiserstraße,12105 Berlin,Mariendorf (Tempelhof),143,Mariendorf,10.023427041499332
90,Friedrichshain - Rigaerstraße - Charmantes Singleappartement - EBK - Tageslichtbad - 593 € warm,https://www.immobilienscout24.de/expose/89770987,515.0,78.0,0.0,593.0,3 x Nettokaltmiete,2,36.08,1,,,,True,1908.0,2016.0,Modernisiert,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,122.0,Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,"Proskauerstraße 13, 10247 Berlin, Friedrichshain (Friedrichshain)",Proskauerstraße,10247 Berlin,Friedrichshain (Friedrichshain),13,Friedrichshain,14.273835920177385
91,Möbliertes Apartment (direkter Wasserlage),https://www.immobilienscout24.de/expose/115250432,600.0,150.0,0.0,750.0,1000,2 von 3,43.0,1,,,,,1980.0,,Erstbezug,Zentralheizung,Erdgas leicht,,,,,"13505 Berlin, Konradshöhe (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13505 Berlin,Konradshöhe (Reinickendorf),,Konradshöhe,13.953488372093023
92,"Spandau-Haselhorst: 1,5-Zimmer, Wintergarten, Parkett!",https://www.immobilienscout24.de/expose/115458559,508.0,138.0,76.0,722.0,1524.00,3,52.65,"1,1",,1.0,True,True,1995.0,,Gepflegt,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,Becker & Kries Immobilien Management GmbH,"Gartenfelder Str. 74 c, 13599 Berlin, Haselhorst (Spandau)",Gartenfelder Str.,13599 Berlin,Haselhorst (Spandau),74,Haselhorst,9.648622981956315
93,"Etagenwohnung mit Balkon - teilmöbliert, 91 qm, Nähe Hbf.",https://www.immobilienscout24.de/expose/107842244,1199.0,100.0,,1299.0,2000.00,1 von 4,91.0,2,1.0,1.0,,True,1900.0,2019.0,Modernisiert,Etagenheizung,Gas,liegt vor,Bedarfsausweis,,HV Zentel Feldzeugmeisterstr. 4 10557 Berlin,"Feldzeugmeisterstraße 4, 10557 Berlin, Tiergarten (Tiergarten)",Feldzeugmeisterstraße,10557 Berlin,Tiergarten (Tiergarten),4,Tiergarten,13.175824175824175
94,"Helle, Vollmöblierte 1-Zi-Wohnung (+ sonniger Balkon) – Traumhafte Lage am Checkpoint Charlie + TG",https://www.immobilienscout24.de/expose/115400717,650.0,345.0,0.0,995.0,1950,3 von 6,50.0,1,,1.0,True,True,,,Gepflegt,,,liegt vor,,,,"Friedrichstr. 211, 10969 Berlin, Kreuzberg (Kreuzberg)",Friedrichstr.,10969 Berlin,Kreuzberg (Kreuzberg),211,Kreuzberg,13.0
95,"Ruhige, helle 2 Zimmer Neubau Erstbezug Nähe Kantstraße",https://www.immobilienscout24.de/expose/114066294,1420.0,140.0,80.0,1640.0,2840,1 von 6,98.72,2,,,True,True,2020.0,,Erstbezug,Gas-Heizung,Gas,liegt vor,Bedarfsausweis,,P. D. Immobilien Misdroyer Str. 52 14199 Berlin,"Herderstr. 3, 10625 Berlin, Charlottenburg (Charlottenburg)",Herderstr.,10625 Berlin,Charlottenburg (Charlottenburg),3,Charlottenburg,14.384116693679093
96,"Attraktive 3-Zimmer-Wohnung Neukölln, Berlin/ BESICHTIGUNGSTERMIN 03.03.2020",https://www.immobilienscout24.de/expose/115620567,800.0,120.0,50.0,920.0,2840,4 von 4,65.0,3,,1.0,True,,1996.0,,,,,,,,,"12051 Berlin, Neukölln (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12051 Berlin,Neukölln (Neukölln),,Neukölln,12.307692307692308
