Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Typ,Etage,Wohnfläche ca.,Bezugsfrei ab,Zimmer,Badezimmer,Balkon/ Terrasse,Personenaufzug,Wohnberechtigungsschein erforderlich,Baujahr,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Anbieter,Adreese
"*NEU* 3-Zimmerwohnung in Wedding/ am S+U-Bhf. Wedding (S-Ring, U6)",https://www.immobilienscout24.de/expose/115189434,1.217 €,160 €,62 €,1.439 €,3 Nettokaltmieten,Etagenwohnung,2 von 5,"86,91 m²",sofort,3,1,,,,unbekannt,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"Burgsdorfstraße 5, 13353 Berlin, Wedding (Wedding)"
"*NEU* 3-Zimmerwohnung in Wedding/ am U- und S-Bhf. Wedding (U6, S-Ring)",https://www.immobilienscout24.de/expose/115189452,1.141 €,150 €,58 €,1.349 €,3 Nettokaltmieten,Etagenwohnung,3 von 5,"81,51 m²",sofort,3,1,,,,unbekannt,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"Burgsdorfstraße 5, 13353 Berlin, Wedding (Wedding)"
Schöne 2 Zimmer-Wohnung in Spreenähe Charlottenburg,https://www.immobilienscout24.de/expose/115190884,850 €,75 €,90 €,1.015 €,"3,00",Etagenwohnung,4,60 m²,Sofort,2,1,,True,,,,Gas,liegt vor,Bedarfsausweis,Proventus Consult GmbH Mendelssohnstr. 27 10405 Berlin,"10587 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
*NEU* WG-geeignete 3 Zimmer mit Balkon in Friedrichshain/ am S-Bhf. Landsberger Allee (S-Ring),https://www.immobilienscout24.de/expose/115190568,1.579 €,180 €,nicht in Nebenkosten enthalten,1.759 € (zzgl. Heizkosten),3 Nettokaltmieten,Etagenwohnung,4 von 5,"108,87 m²",sofort,3,1,True,,,1901,Etagenheizung,Gas,liegt vor,Bedarfsausweis,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"Ebertystraße 54, 10249 Berlin, Friedrichshain (Friedrichshain)"
*NEU* Pärchen-/Singlewohnung in Friedrichshain/ am U-Bhf. Frankfurter Tor (U5),https://www.immobilienscout24.de/expose/115199030,1.013 €,135 €,75 €,1.223 €,3 Nettokaltmieten,Erdgeschosswohnung,0 von 5,"81,05 m²",sofort,2,1,,,,1920,Zentralheizung,Erdgas leicht,liegt vor,Bedarfsausweis,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"Rigaerstr. 93, 10247 Berlin, Friedrichshain (Friedrichshain)"
Wunderbare Singlewohnung in Neukölln!,https://www.immobilienscout24.de/expose/115231658,499 €,60 €,40 €,599 €,3 x Nettokaltmiete,Etagenwohnung,0,42 m²,sofort,1,1,,,,1900,Zentralheizung,KWK fossil,liegt vor,Bedarfsausweis,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Weserstraße 167, 12045 Berlin, Neukölln (Neukölln)"
*NEU* WG-geeignete 2-Zimmerwohnung in Französisch Buchholz (Pankow),https://www.immobilienscout24.de/expose/115199359,605 €,107 €,nicht in Nebenkosten enthalten,712 € (zzgl. Heizkosten),3 Nettokaltmieten,Etagenwohnung,1 von 3,55 m²,sofort,2,1,,,,1900,Etagenheizung,Erdgas leicht,liegt vor,Verbrauchsausweis,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"Hauptstr. 60, 13127 Berlin, Französisch Buchholz (Pankow)"
*NEU* Singlewohnung in Charlottenburg am U-Bhf. Mierendorffplatz,https://www.immobilienscout24.de/expose/115216805,580 €,77 €,61 €,718 €,3 Nettokaltmieten,Erdgeschosswohnung,0 von 4,"43,75 m²",sofort,1,1,,,,1918,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"Ilsenburger Straße 35, 10589 Berlin, Charlottenburg (Charlottenburg)"
Moderne 4-Zimmer-Maisonette-Wohnung mit Balkon und zwei Hobbyräumen 1. OG und DG,https://www.immobilienscout24.de/expose/115221319,1.300 €,200 €,160 €,1.660 €,3 Monatskaltmieten,Maisonette,1,"148,73 m²",sofort,4,1,True,,,1980,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,terraplan Immobilien Edeltraud Philipp Zeltinger Platz 4 13465 Berlin,"13465 Berlin, Frohnau (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Wundervolle 1-Zimmer Wohnung in Neukölln!,https://www.immobilienscout24.de/expose/115232156,"309,84 €",55 €,35 €,"399,84 €",3 x Nettokaltmiete,Etagenwohnung,1,35 m²,sofort,1,1,,,,1900,Zentralheizung,Erdgas schwer,liegt vor,Bedarfsausweis,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Weserstr. 204, 12047 Berlin, Neukölln (Neukölln)"
*NEU* Gartenwohnung mit 5 Zimmern in Lichterfelde (Steglitz) - Optional mit Stellplatz!,https://www.immobilienscout24.de/expose/115250347,1.454 €,318 €,121 €,1.893 €,3 Nettokaltmieten,Erdgeschosswohnung,0 von 2,"153,01 m²",sofort,5,1,True,,,1991,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"Heimkehlenstr. 4, 12209 Berlin, Lichterfelde (Steglitz)"
Modern apartment close to central station in a popular and trendy neighborhood,https://www.immobilienscout24.de/expose/115268393,740 €,50 €,in Nebenkosten enthalten,790 €,EUR 1580.00,Etagenwohnung,,16 m²,01.04.2020,1,,True,,,,Zentralheizung,,,,homefully GmbH,"Klara Franke Straße 16, 10557 Berlin, Tiergarten (Tiergarten)"
Living in the heart of Berlin - Friedrichshain,https://www.immobilienscout24.de/expose/115268500,840 €,50 €,in Nebenkosten enthalten,890 €,EUR 1780.00,Etagenwohnung,5,24 m²,01.04.2020,1,,,,,,Zentralheizung,,,,homefully GmbH,"Boxhagener Straße 69, 10245 Berlin, Friedrichshain (Friedrichshain)"
Gemütliche Dachgeschosswohnung im attraktiven Prenzlauer Berg!,https://www.immobilienscout24.de/expose/115270587,"790,17 €",170 €,90 €,"1.050,17 €",3 x Nettokaltmiete,Etagenwohnung,5,98 m²,sofort,2,1,True,,,,,,,,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Christburger Str. 5, 10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
Wundervolle Wohnung an der köllnischen Heide sucht Pärchen!,https://www.immobilienscout24.de/expose/115397252,"419,74 €",130 €,50 €,"599,74 €",Drei Nettokaltmieten,Etagenwohnung,2,51 m²,sofort,2,1,True,True,,1973,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Dieselstr. 13, 12057 Berlin, Neukölln (Neukölln)"
Gemütliche 1-Zimmerwohnung im Prenzlauer Berg zu vermieten,https://www.immobilienscout24.de/expose/115271443,479 €,50 €,30 €,559 €,3 x Nettokaltmiete,Etagenwohnung,3,32 m²,sofort,1,1,,,,1905,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Christburger Str. 5, 10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
Besichtigung am 17.01.2020 # Möblierte 3 Zimmerwohnung # Besichtigung am 17.01.2020,https://www.immobilienscout24.de/expose/115272636,850 €,300 €,in Nebenkosten enthalten,1.150 €,,Erdgeschosswohnung,,80 m²,,3,1,,,,unbekannt,,,liegt zur Besichtigung vor,,AB Real Estate GmbH Linienstrasse 56 10119 Berlin,"Lauffener Straße 3b, 12459 Berlin, Oberschöneweide (Köpenick)"
"*NEU* WG-geeignete 2-Zimmerwohnung mit Balkon in Wedding/ Nahe U-Bhf. Osloer Straße (U8, U9)",https://www.immobilienscout24.de/expose/115187363,1.010 €,139 €,71 €,1.220 €,3 Nettokaltmieten,Etagenwohnung,3 von 5,"88,58 m²",sofort,2,1,True,,,unbekannt,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"Soldiner Str. 35, 13359 Berlin, Wedding (Wedding)"
3 Zimmer Wohnung in Spandau!,https://www.immobilienscout24.de/expose/115167159,"941,98 €",170 €,110 €,"1.221,98 €",3 x Nettokaltmiete,Etagenwohnung,1,114 m²,sofort,3,1,,,,1905,Zentralheizung,Erdgas schwer,liegt vor,Bedarfsausweis,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Franzstr. 2, 13595 Berlin, Spandau (Spandau)"
Wunderschöne 2 Zimmer Wohnung am Hohenzollerndamm zu vermieten!,https://www.immobilienscout24.de/expose/115167862,659 €,70 €,60 €,789 €,3 x Nettokaltmiete,Etagenwohnung,1,51 m²,sofort,2,1,,,,1900,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Hohenzollerndamm 6, 10717 Berlin, Wilmersdorf (Wilmersdorf)"
*MÖBLIERTE WOHNUNG* 2-Zimmerwohnung in Charlottenburg/ am U-Bhf. Mierendorffplatz (U7),https://www.immobilienscout24.de/expose/115169281,1.000 €,445 €,in Nebenkosten enthalten,1.445 €,3 Nettokaltmieten,Etagenwohnung,2 von 5,"67,17 m²",sofort,2,1,True,,,1918,Etagenheizung,Fernwärme-Dampf,liegt vor,Verbrauchsausweis,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"Ilsenburger Straße 35, 10589 Berlin, Charlottenburg (Charlottenburg)"
*Erstbezug - Moderne 1-Zimmer Wohnungen ab 26qm*,https://www.immobilienscout24.de/expose/115169637,494 €,keine Angabe,nicht in Nebenkosten enthalten,494 € (zzgl. Nebenkosten & Heizkosten),,,3 von 4,26 m²,,1,1,True,True,,2019,Fußbodenheizung,Nahwärme,liegt vor,Bedarfsausweis,Aumer Immobilien Wilmersdorfer Straße 122-123 10627 Berlin,"Malteserstraße 148, 12277 Berlin, Marienfelde (Tempelhof)"
*Erstbezug - Moderne 2-Zimmer Wohnungen ab 46qm*,https://www.immobilienscout24.de/expose/115169641,690 €,keine Angabe,nicht in Nebenkosten enthalten,690 € (zzgl. Nebenkosten & Heizkosten),,,1 von 4,46 m²,,2,1,True,True,,2019,Fußbodenheizung,Nahwärme,liegt vor,Bedarfsausweis,Aumer Immobilien Wilmersdorfer Straße 122-123 10627 Berlin,"Malteserstraße 148, 12277 Berlin, Marienfelde (Tempelhof)"
2 Zimmer Wohnung unweit des Grimmnitzsees,https://www.immobilienscout24.de/expose/115169756,629 €,100 €,nicht in Nebenkosten enthalten,729 € (zzgl. Heizkosten),3 x Nettokaltmiete,Etagenwohnung,2,63 m²,sofort,2,1,,,,1908,Etagenheizung,Gas,liegt vor,Verbrauchsausweis,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Pichelsdorfer Str. 75, 13595 Berlin, Spandau (Spandau)"
*Erstbezug - Moderne 3-Zimmer Wohnungen mit 95qm Wohnfläche und Galerie*,https://www.immobilienscout24.de/expose/115169646,1.254 €,keine Angabe,nicht in Nebenkosten enthalten,1.254 € (zzgl. Nebenkosten & Heizkosten),,,1 von 4,95 m²,,3,1,True,True,,2019,Fußbodenheizung,Nahwärme,liegt vor,Bedarfsausweis,Aumer Immobilien Wilmersdorfer Straße 122-123 10627 Berlin,"Malteserstraße 148, 12277 Berlin, Marienfelde (Tempelhof)"
"Moderne Altbauperle in Charlottenburg! Großzügige 4,5-Zimmer-Wohnung mit Gäste-WC sucht neue Mieter!",https://www.immobilienscout24.de/expose/115169848,"1.352,79 €",170 €,150 €,"1.672,79 €",3 Nettokaltmieten,Erdgeschosswohnung,0 von 4,145 m²,sofort,"4,5",1,,,,1910,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Hohenzollerndamm 53, 14199 Berlin, Schmargendorf (Wilmersdorf)"
Schöne Wohnung in Charlottenburg unweit des Olympiastadions!,https://www.immobilienscout24.de/expose/115171548,"382,08 €",80 €,50 €,"512,08 €",3 x Nettokaltmiete,Etagenwohnung,5,48 m²,sofort,"1,5",1,True,True,,1969,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Angerburger Allee 51, 14055 Berlin, Charlottenburg (Charlottenburg)"
Moderne 2-Zimmer-Wohnung mit Balkon in Spandau sucht neue Mieter!,https://www.immobilienscout24.de/expose/115170137,625 €,80 €,60 €,765 €,3 Nettokaltmieten,Etagenwohnung,2,62 m²,sofort,2,1,True,,,1904,Zentralheizung,Gas,liegt vor,Bedarfsausweis,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Pichelsdorfer Str. 137, 13595 Berlin, Spandau (Spandau)"
*NEU* WG-geeignete 4-Zimmerwohnung mit Balkon in Weißensee,https://www.immobilienscout24.de/expose/115183178,1.567 €,229 €,nicht in Nebenkosten enthalten,1.796 € (zzgl. Heizkosten),3 Nettokaltmieten,Etagenwohnung,1 von 4,"146,47 m²",sofort,4,1,True,,,1910,Etagenheizung,Erdgas leicht,liegt vor,Bedarfsausweis,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"Berliner Allee 99, 13086 Berlin, Weißensee (Weißensee)"
*NEU* WG-geeignete 3-Zimmerwohnung in Niederschönhausen (Pankow),https://www.immobilienscout24.de/expose/115184366,670 €,143 €,nicht in Nebenkosten enthalten,813 € (zzgl. Heizkosten),3 Nettokaltmieten,Erdgeschosswohnung,0 von 3,"62,31 m²",sofort,3,1,,,,1896,Etagenheizung,Gas,liegt vor,Verbrauchsausweis,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"Körnerstr. 10, 13156 Berlin, Niederschönhausen (Pankow)"
*NEU* Wunderschöne 3-Zimmerwohnung mit Balkon in Weißensee!,https://www.immobilienscout24.de/expose/115185355,1.224 €,168 €,60 €,1.452 €,3 Nettokaltmieten,Etagenwohnung,3 von 4,"111,3 m²",sofort,3,1,True,,,1910,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"Berliner Allee 253, 13088 Berlin, Weißensee (Weißensee)"
*NEU* WG-geeignete 2-Zimmerwohnung mit Balkon und Aufzug in Spandau!,https://www.immobilienscout24.de/expose/115183441,651 €,143 €,45 €,839 €,3 Nettokaltmieten,Etagenwohnung,3 von 6,"61,97 m²",sofort,2,1,True,True,,1987,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"Franzstr. 6, 13595 Berlin, Spandau (Spandau)"
*3 MONATE MIETFREIHEIT!* Premiumwohnung mit Balkon in Tiergarten/ am S-Bhf. Beusselstraße (S-Ring),https://www.immobilienscout24.de/expose/115184758,1.584 €,163 €,134 €,1.881 €,3 Nettokaltmieten,Etagenwohnung,2 von 5,"126,72 m²",sofort,3,1,True,,,1906,Zentralheizung,KWK fossil,liegt vor,Bedarfsausweis,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"Berlichingenstr. 18, 10553 Berlin, Tiergarten (Tiergarten)"
*NEU* 4er-WG-geeignete 5-Zimmerwohnung in Mariendorf (Tempelhof)/ am U-Bhf. Ullsteinstraße (U6),https://www.immobilienscout24.de/expose/115185845,1.395 €,209 €,92 €,1.696 €,3 Nettokaltmieten,Erdgeschosswohnung,0 von 5,"123,97 m²",sofort,5,1,,,,,Zentralheizung,Erdgas leicht,liegt zur Besichtigung vor,,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"Machonstraße 17, 12105 Berlin, Mariendorf (Tempelhof)"
Singlewohnung in Buckow zu vermieten!,https://www.immobilienscout24.de/expose/115186236,"427,35 €",90 €,50 €,"567,35 €",3 x Nettokaltmiete,Etagenwohnung,1,41 m²,sofort,1,1,True,,,1963,Zentralheizung,,liegt zur Besichtigung vor,,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Rudower Straße 157, 12351 Berlin, Buckow (Neukölln)"
NEU* 2er-WG-geeignete sanierte Altbauwohnung in Reinickendorf,https://www.immobilienscout24.de/expose/115186176,1.000 €,130 €,53 €,1.183 €,3 Nettokaltmieten,Etagenwohnung,2 von 4,80 m²,sofort,2,1,,,,1906,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"Provinzstr. 92, 13409 Berlin, Reinickendorf (Reinickendorf)"
Gute Aussichten: 3-Zimmer-Wohnung mit Balkon im 5.OG,https://www.immobilienscout24.de/expose/115509518,1.025 €,215 €,in Nebenkosten enthalten,1.240 €,3075,Etagenwohnung,5 von 6,"73,9 m²",01.03.2020,3,1,True,True,,2019,Fußbodenheizung,,,,Müller Merkle Immobilien GmbH Chausseestraße 22 10115 Berlin,"Wartenberger Straße 40 B, 13053 Berlin, Neu-Hohenschönhausen (Hohenschönhausen)"
*NEU* Möblierte Dachgeschosswohnung mit Terrasse in Friedrichshain!,https://www.immobilienscout24.de/expose/115132583,1.148 €,151 €,in Nebenkosten enthalten,1.299 €,2 Gesamtmieten,Dachgeschoss,5 von 5,"88,29 m²",sofort,2,1,True,,,1904,,Gas,liegt vor,Bedarfsausweis,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"Petersburger Str. 41, 10249 Berlin, Friedrichshain (Friedrichshain)"
"Neues Jahr, neue Wohnung: 5 Zimmer mit moderner Ausstattung - ERSTBEZUG",https://www.immobilienscout24.de/expose/114580634,1.265 €,330 €,in Nebenkosten enthalten,1.595 €,3900,Etagenwohnung,3 von 6,"114,17 m²",01.03.2020,5,1,True,True,,2019,Fußbodenheizung,,,,Müller Merkle Immobilien GmbH Chausseestraße 22 10115 Berlin,"Wartenberger Straße 42 C, 13053 Berlin, Neu-Hohenschönhausen (Hohenschönhausen)"
"*NEU* Pärchen-/Singlewohung in Wedding/ am U-Bhf. Osloer Straße (U8, U9)",https://www.immobilienscout24.de/expose/115186812,1.023 €,129 €,nicht in Nebenkosten enthalten,1.152 € (zzgl. Heizkosten),3 Nettokaltmieten,Maisonette,4 von 5,"73,11 m²",sofort,2,1,,,,1892,Etagenheizung,Erdgas leicht,liegt vor,Bedarfsausweis,4 RENT & SALE - Real Estate e.K. Pappelallee 78/79 10437 Berlin,"Koloniestr. 139, 13359 Berlin, Wedding (Wedding)"
Wohnen in einer schönen Stadtvilla!,https://www.immobilienscout24.de/expose/114622303,1.725 €,300 €,inkl. 160 €,2.025 €,"5.175,00",Etagenwohnung,1 von 1,"115,11 m²",,4,1,,,,unbekannt,,,,,Nudelmann & Friends Immobilien GmbH Kurfürstendamm 133 10711 Berlin,"Jägerndorfer Zeile 11, 12205 Berlin, Lichterfelde (Steglitz)"
Neubau * Zentral und ruhig * Erstbezug,https://www.immobilienscout24.de/expose/114760016,985 €,160 €,inkl. 55 €,1.145 €,2.955 EUR,Etagenwohnung,1 von 6,"47,8 m²",15.02.2020,2,1,True,,,2019,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,JennerLiving Choriner Straße 13 10119 Berlin,"Genthiner Straße 46, 10785 Berlin, Tiergarten (Tiergarten)"
Schöne Wohnung mit kleinem Garten in Weißensee,https://www.immobilienscout24.de/expose/114622741,"543,73 €",100 €,70 €,"713,73 €",3NKM,Hochparterre,0,"66,78 m²",sofort,3,1,True,,,1930,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Gustav-Adolf-Straße 96, 13086 Berlin, Weißensee (Weißensee)"
Teilsanierte 3-Zimmer-Wohnung in Berlin-Moabit,https://www.immobilienscout24.de/expose/114544284,1.090 €,132 €,71 €,1.293 €,3270,Etagenwohnung,1 von 5,"86,72 m²",16.12.2019,3,1,True,,,2012,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,Werde Mieter/Eigentümer GmbH,"Beusselstraße 4, 10553 Berlin, Tiergarten (Tiergarten)"
"möbliertes Apartment, zentral gelegen...",https://www.immobilienscout24.de/expose/114833978,699 €,182 €,in Nebenkosten enthalten,881 €,"2097,00",Etagenwohnung,1 von 4,26 m²,ab sofort,1,1,True,,,2019,Fernwärme,,liegt vor,Bedarfsausweis,Profi Select Coriolanus GmbH 10777 Berlin,"12103 Berlin, Tempelhof (Tempelhof) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
TOP SANIERTE - 4 ZIMMER - FREIBERUFLICHE/TEILGEWERBLICHE NUTZUNG - WOHNEN/ARBEITEN AN EINEM ORT!!,https://www.immobilienscout24.de/expose/114707819,1.350 €,145 €,nicht in Nebenkosten enthalten,1.495 € (zzgl. Heizkosten),"4.050,00 EUR",Hochparterre,0 von 3,"89,76 m²",ab sofort,4,1,True,,,1913,Etagenheizung,Erdgas leicht,liegt vor,Verbrauchsausweis,Nancy Bernhard Immobilien Otto-Ostrowski-Str. 35 10249 Berlin,"Platanenstraße 3, 13156 Berlin, Niederschönhausen (Pankow)"
**komfortable 3-Zimmer-Maisonettewohnung mit Terrasse in Hermsdorf**,https://www.immobilienscout24.de/expose/114744727,1.090 €,340 €,in Nebenkosten enthalten,1.430 €,"3.270,00 EUR (3 Monatsnettokaltmieten)",Erdgeschosswohnung,0 von 2,91 m²,sofort/ nach Vereinbarung,3,2,True,,,1997,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,Aspenda Immobilienvertrieb GmbH Hattwichstraße 83 16548 Glienicke,"Falkentaler Steig 73, 13467 Berlin, Hermsdorf (Reinickendorf)"
"Großzügige 3,5 Zimmer Wohnung unweit vom S-Bahnhof Wedding",https://www.immobilienscout24.de/expose/114796198,999 €,150 €,110 €,1.259 €,3 x Nettokaltmiete,Etagenwohnung,4 von 4,"102,2 m²",31.01.2020,"3,5",1,True,,,1918,Zentralheizung,Gas,liegt vor,Bedarfsausweis,ADO Immobilien Management GmbH Am Karlsbad 11 10785 Berlin,"Kunkelstraße 11, 13347 Berlin, Wedding (Wedding)"
vollmöblierte Wohnung in Adlershof,https://www.immobilienscout24.de/expose/114833987,654 €,"143,10 €",in Nebenkosten enthalten,"797,10 €","1962,00",Erdgeschosswohnung,1 von 5,"32,7 m²",01.02.2020,"1,5",1,True,,,2018,Fußbodenheizung,,liegt vor,Verbrauchsausweis,Profi Select Coriolanus GmbH 10777 Berlin,"Wassermannstr. 73, 12489 Berlin, Adlershof (Treptow)"
Industriealtbau an der Spree mit Parkplatz,https://www.immobilienscout24.de/expose/115022982,1.264 €,225 €,in Nebenkosten enthalten,"1.542,29 €",3 Kaltmieten,Maisonette,1 von 4,90 m²,Februar 2020,2,1,True,True,,1870,Fernwärme,,laut Gesetz nicht erforderlich,,KI Köpenicker Immobiliengesellschaft mbH Lindenstrasse 32 12555 Berlin,"Ottomar Geschke Strasse 22, 12555 Berlin, Köpenick (Köpenick)"
Industriealtbau an der Spree mit Parkplatz,https://www.immobilienscout24.de/expose/115022854,"959,70 €",160 €,in Nebenkosten enthalten,"1.172,15 €",3 Kaltmieten,Maisonette,1 von 4,64 m²,Februar 2020,2,1,True,True,,1870,Fernwärme,,laut Gesetz nicht erforderlich,,KI Köpenicker Immobiliengesellschaft mbH Lindenstrasse 32 12555 Berlin,"Ottomar Geschke Strasse 22, 12555 Berlin, Köpenick (Köpenick)"
Industriealtbau an der Spree mit Parkplatz,https://www.immobilienscout24.de/expose/115023056,"1.391,32 €",248 €,in Nebenkosten enthalten,"1.692,27 €",3 Kaltmieten,Maisonette,2 von 4,99 m²,Februar 2020,2,1,True,True,,1870,Fernwärme,,laut Gesetz nicht erforderlich,,KI Köpenicker Immobiliengesellschaft mbH Lindenstrasse 32 12555 Berlin,"Ottomar Geschke Strasse 22, 12555 Berlin, Köpenick (Köpenick)"
Kuschelige 3 Zi Whg mit Terrasse und hochwertiger EBK!,https://www.immobilienscout24.de/expose/115027927,1.515 €,275 €,in Nebenkosten enthalten,1.790 €,4.545,Erdgeschosswohnung,,"94,66 m²",,3,1,,True,,2018,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,Eichenglobal GmbH Charlottenstr. 18 10117 Berlin,"Else-Lasker-Schüler-Str. 6, 10783 Berlin, Schöneberg (Schöneberg)"
